id,date,type,city,state,ideology,group,description,image
1698,11/2016,Anti-Semitic Incident:Harassment,Needham,MA,,,"Jewish high school student told to ""go back to the concentration camp"" by football teammate.",
1723,11/2016,Anti-Semitic Incident:Harassment,New Haven,CT,,,Jewish woman verbally harassed by neighbor using anti-Semitic slurs.,
1724,11/2016,Anti-Semitic Incident:Vandalism,New Haven,CT,,,Mezuzah on apartment damaged.,
1725,11/2016,Anti-Semitic Incident:Vandalism,New Haven,CT,,,Mezuzah stolen from front door of market.,
1742,11/2016,Terrorist Plot/Attack,New York,NY,Islamist,,"Mohamed Rafiq Naji expressed the desire to conduct a ramming attack in Times Square, NYC, similar to the 2016 ramming attack in Nice, France. He also wanted to travel to join ISIS in Syria and Yemen.",
1775,11/2016,Anti-Semitic Incident:Vandalism,Newton,MA,,,Two incidents of swastikas carved into benches in high school locker room.,
1776,11/2016,Anti-Semitic Incident:Harassment,Newton Centre,MA,,,"""Fuck N***, Burn the Jews, Trump!!!"" and ""White Power"" written in high school bathroom.",
1799,11/2016,Anti-Semitic Incident:Harassment,Northridge,CA,,,Confidential,
1815,11/2016,Anti-Semitic Incident:Harassment,Oberlin,OH,,,Confidential,
1816,11/2016,Anti-Semitic Incident:Harassment,Oberlin,OH,,,"Oberlin professor's house vandalized; note was left that read: ""Gas Jews Die.""",
1848,11/2016,Anti-Semitic Incident:Harassment,Omaha,NE,,,Swastika etched into desk at middle school.,
1850,11/2016,Anti-Semitic Incident:Vandalism,Omaha,NE,,,Rock thrown through front window of house that flew Israeli flag.,
1873,11/2016,Anti-Semitic Incident:Harassment,Oxford,FL,,,Synagogue received ISIS letter.,
1886,11/2016,Anti-Semitic Incident:Harassment,Palm Desert,CA,,,"Peers said ""Heil Hitler"" to Jewish middle school girl.",
1920,11/2016,Anti-Semitic Incident:Harassment,Philadelphia,PA,,,Jewish organization received anti-Semitic hate mail.,
1921,11/2016,Anti-Semitic Incident:Harassment,Philadelphia,PA,,,Citizens for Trump targeted business with anti-Semitic tweets.,
1922,11/2016,Anti-Semitic Incident:Harassment,Philadelphia,PA,,,Confidential,
1923,11/2016,Anti-Semitic Incident:Harassment,Philadelphia,PA,,,Local reporter received anti-Semitic post on social media.,
1930,11/2016,Anti-Semitic Incident:Vandalism,Philadelphia,PA,,,Jewish student's dorm room door vandalized with swastika.,
1953,11/2016,Anti-Semitic Incident:Vandalism,Brooklyn,NY,,,Street vandalized with swastika.,
1959,11/2016,Anti-Semitic Incident:Vandalism,Brooklyn,NY,,,Swastika drawing as found on the ground.,
1978,11/2016,Anti-Semitic Incident:Vandalism,Port Washington,NY,,,School's restroom vandalized with swastika.,
1979,11/2016,Anti-Semitic Incident:Vandalism,Brooklyn,NY,,,Public housing development with Orthodox Jewish presence vandalized with swastikas and references to white supremacy.,
2015,11/2016,Anti-Semitic Incident:Vandalism,Purchase,NY,,,Residence hall bulletin board vandalized with swastika.,
2027,11/2016,Anti-Semitic Incident:Vandalism,Queens,NY,,,Vacant Army Recruiting Station vandalized with swastika.,
2028,11/2016,Anti-Semitic Incident:Vandalism,Queens,NY,,,Residence vandalized with anti-Semitic comments and swastikas.,
2029,11/2016,Anti-Semitic Incident:Vandalism,Queens,NY,,,High school desk vandalized with swastikas and anti-Semitic comments.,
2039,11/2016,Anti-Semitic Incident:Vandalism,Randolph,NJ,,,"Swastika and the words ""Fuck the Jews"" discovered written on desk.",
2071,11/2016,Anti-Semitic Incident:Harassment,River Edge,NJ,,,Synagogue received anti-Semitic hate literature.,
2123,11/2016,Anti-Semitic Incident:Harassment,Salt Lake City,UT,,,Teachers made Jewish students wear yellow stars in lesson about immigration and discrimination.,
2156,11/2016,Anti-Semitic Incident:Harassment,San Diego,CA,,,"Anti-Semitic literature sent to director of a local Jewish institution, calling for Jews to repent to go to hell.",
2157,11/2016,Anti-Semitic Incident:Harassment,San Diego,CA,,,Jewish organization received anti-Semitic hate literature.,
2159,11/2016,Anti-Semitic Incident:Vandalism,New York,NY,,,Public transit vandalized with swastika.,
2160,11/2016,Anti-Semitic Incident:Vandalism,New York,NY,,,Confidential,
2237,11/2016,Anti-Semitic Incident:Harassment,Mineola,NY,,,Anti-semitic comments written on sidewalk.,
2251,11/2016,Anti-Semitic Incident:Vandalism,Schwenksville,PA,,,"Commercial business vandalized with swastika and the words ""White Power.""",
2276,11/2016,Anti-Semitic Incident:Vandalism,Selinsgrove,PA,,,Swastika graffiti found at various locations at Susquehanna University.,
2281,11/2016,Anti-Semitic Incident:Harassment,Sharon,MA,,,"Swastikas found on middle school students' papers, school bulletin board, and paper covering a bookshelf.",
2290,11/2016,Anti-Semitic Incident:Harassment,Sherman Oaks,CA,,,Confidential,
2291,11/2016,Anti-Semitic Incident:Harassment,Sherman Oaks,CA,,,"Elderly woman verbally harassed by a man at a grocery store who said ""Out of my way, you Jewish bitch"" and made other anti-Semitic remarks.",
2293,11/2016,Anti-Semitic Incident:Vandalism,Sherman Oaks,CA,,,"The word ""DEATH"" and a swastika spray-painted on front of residence.",
2320,11/2016,Anti-Semitic Incident:Vandalism,Sparta,NJ,,,Swastika graffiti discovered in middle school bathroom.,
2321,11/2016,Anti-Semitic Incident:Harassment,Spartanburg,SC,,,Synagogue received two mailings of anti-Semitic flyer.,
2342,11/2016,Anti-Semitic Incident:Assault,St. Petersburg,FL,,,Jewish man assaulted by two individuals who yelled anti-Semitic slurs and threatened him at knife point.,
2353,11/2016,Anti-Semitic Incident:Vandalism,Oyster Bay,NY,,,Bike path vandalized with swastika.,
2354,11/2016,Anti-Semitic Incident:Harassment,Saint Paul,MN,,,Anti-Semitic tweet sent to former Minnesota state representative containing image of recipient next to anti-Semitic caricature.,
2355,11/2016,Anti-Semitic Incident:Harassment,Saint Paul,MN,,,Confidential,
2358,11/2016,Anti-Semitic Incident:Harassment,Stamford,CT,,,Confidential,
2368,11/2016,Anti-Semitic Incident:Vandalism,Staten Island,NY,,,School's basketball court vandalized with swastika.,
2369,11/2016,Anti-Semitic Incident:Vandalism,Staten Island,NY,,,School grounds vandalized with two swastikas.,
2370,11/2016,Anti-Semitic Incident:Vandalism,Staten Island,NY,,,Business vandalized with swastika.,
2374,11/2016,Anti-Semitic Incident:Vandalism,Steamboat Springs,CO,,,Swastika vandalism at a high school targeted Jewish students.,
2378,11/2016,Anti-Semitic Incident:Vandalism,Queens,NY,,,Sidewalk vandalized with large swastika.,
2379,11/2016,Anti-Semitic Incident:Vandalism,Queens,NY,,,"Playground's handball courts vandalized with swastikas and the words ""FUCK THE JEW.""",
2386,11/2016,Anti-Semitic Incident:Vandalism,Storrs,CT,,,Swastika drawn on restroom door at the University of Connecticut.,
2387,11/2016,Anti-Semitic Incident:Vandalism,Stoughton,MA,,,"High school student tried to give Jewish student a piece of paper with a swastika and ""Burn the Jews.""",
2394,11/2016,Anti-Semitic Incident:Harassment,Sumner,WI,,,"High school student told peers: ""We have to get rid of the Jews once and for all.""",
2400,11/2016,Anti-Semitic Incident:Harassment,Surfside,FL,,,Synagogue received hate mail in bulk.,
2408,11/2016,Anti-Semitic Incident:Vandalism,Swarthmore,PA,,,Swastika vandalism on campus.,
2420,11/2016,Anti-Semitic Incident:Harassment,Tallahassee,FL,,,Confidential,
2421,11/2016,Anti-Semitic Incident:Harassment,Tallahassee,FL,,,Confidential,
2443,11/2016,Anti-Semitic Incident:Vandalism,Stewart Manor,NY,,,Hockey puck with swastika taped to the ground.,
2479,11/2016,Anti-Semitic Incident:Vandalism,Stewart Manor,NY,,,Cardboard cutouts of swastikas taped to the ground.,
2495,11/2016,Anti-Semitic Incident:Harassment,Tulsa,OK,,,Jewish individual subjected to anti-Semitic harassment and discrimination at work.,
2521,11/2016,Anti-Semitic Incident:Harassment,Valley Glen,CA,,,"Woman was told ""They should've done a better job since you're still around for some reason,"" in the comments section of an online news article.",
2522,11/2016,Anti-Semitic Incident:Harassment,Doylestown,PA,,,Woman targeted with anti-Semitic comments because she was wearing Star of David necklace.,
2529,11/2016,Anti-Semitic Incident:Vandalism,Doylestown,PA,,,Highway bridge vandalized with swastika.,
2542,11/2016,Anti-Semitic Incident:Harassment,Walled Lake,MI,,,"Jewish student told by another student, ""All Jews should go back to Auschwitz.""",
2547,11/2016,Anti-Semitic Incident:Harassment,Waltham,MA,,,"Driver shouted anti-Semitic insults, threw beer at Brandeis University student.",
2565,11/2016,Anti-Semitic Incident:Harassment,Philadelphia,PA,,,"Passerby spat at Jewish person and used the words ""stupid Jew.""",
2566,11/2016,Anti-Semitic Incident:Vandalism,Philadelphia,PA,,,Abandoned commercial building vandalized with swastika graffiti.,
2567,11/2016,Anti-Semitic Incident:Harassment,Washington,DC,,,Jewish organization received letter filled with anti-Semitic remarks.,
2573,11/2016,Anti-Semitic Incident:Vandalism,Laredo,TX,,,Confidential,
2574,11/2016,Anti-Semitic Incident:Vandalism,Laredo,TX,,,Individual found swastika drawn on sidewalk next to park.,
2610,11/2016,Anti-Semitic Incident:Harassment,Wayne,NJ,,,Girl received image of swastika within crossword puzzle via Snapchat.,
2622,11/2016,Anti-Semitic Incident:Harassment,West Hollywood,CA,,,"Woman was called a ""dirty kike"" by a patron at a bar on 2016 election night.",
2628,11/2016,Anti-Semitic Incident:Vandalism,West Long Branch,NJ,,,Swastika graffiti discovered in campus residential hall.,
2638,11/2016,Anti-Semitic Incident:Harassment,West Palm Beach,FL,,,Synagogue received hate mail.,
2691,11/2016,Anti-Semitic Incident:Harassment,Windermere,FL,,,Individual received hateful anti-Semitic email after objecting to ex-co-workers celebratory tone post-election.,
2692,11/2016,Anti-Semitic Incident:Harassment,Milwaukee,WI,,,Nazi flag was carried outside of City Hall.,
2122,10/29/2016,Extremist Murder,Salinas Valley State Prison,CA,Right Wing (White Supremacist),Aryan Brotherhood,Inmates Brant Quentin Daniel (an Aryan Brotherhood member) and Leonard Dunning murdered a fellow inmate who was also identified as a member of a gang.,
8163,10/15/2016,Extremist Murder,Susanville,CA,Right Wing (White Supremacist),Aryan Brotherhood,"At the orders of the Aryan Brotherhood, an AB associate, Bobby Stockton, reportedly stabbed to death an AB member at High Desert State Prison who had allegedly broken AB rules.",
7634,10/11/2016,Terrorist Plot/Attack,Nederland,CO,Left Wing,,"David Ansberry received a 27-year sentence in January 2019 for a 2016 attempt to explode a bomb outside a police station in Nederland, Colorado, in retaliation for the 1971 death of a friend at the hands of a police officer.",
5,10/2016,Anti-Semitic Incident:Harassment,Phoenix,AZ,,,Elected official made a Nazi comparison.,
42,10/2016,Anti-Semitic Incident:Harassment,Allentown,PA,,,Synagogue received hate literature in the mail.,
43,10/2016,Anti-Semitic Incident:Vandalism,Allentown,PA,,,Anti-Semitic vandalism found at Muhlenberg College.,
46,10/2016,Anti-Semitic Incident:Harassment,Alpharetta,GA,,,Middle school students harassed other students with anti-Semitic jokes.,
86,10/2016,Anti-Semitic Incident:Harassment,Escondido,CA,,,"Anti-Semitic flyers reading ""Only the Jews could possibly benefit from a WW3"" posted on cars in parking lot.",
111,10/2016,Anti-Semitic Incident:Harassment,Atlanta,GA,,,"Individuals had pennies thrown at them outside of store and told to ""pick em up Jew.""",
112,10/2016,Anti-Semitic Incident:Harassment,Atlanta,GA,,,Elementary school student victim of anti-Semitic bullying by peer.,
202,10/2016,Anti-Semitic Incident:Vandalism,Los Angeles,CA,,,A Star of David and a hijab were spray-painted on a poster.,
227,10/2016,Anti-Semitic Incident:Harassment,Bergenfield,NJ,,,Synagogue received anti-Semitic hate literature.,
241,10/2016,Anti-Semitic Incident:Harassment,San Diego,CA,,,Synagogue was emailed dozens of pages of anti-Semitic Christian literature calling for the Jews to repent for their sins.,
270,10/2016,Anti-Semitic Incident:Harassment,Boca Raton,FL,,,Student harassed other students and drew swastikas on notebooks.,
271,10/2016,Anti-Semitic Incident:Harassment,Boca Raton,FL,,,"Congressman received an anti-Semitic phone call at his residence, discussing Jewish conspiracies and involvement in world atrocities.",
272,10/2016,Anti-Semitic Incident:Harassment,Boca Raton,FL,,,Individual received anti-Semitic flyer at her house.,
290,10/2016,Anti-Semitic Incident:Harassment,Boston,MA,,,White supremacist group left flyers around campus.,
308,10/2016,Anti-Semitic Incident:Harassment,Boulder,CO,,,Several synagogues received anti-Semitic flyers.,
317,10/2016,Anti-Semitic Incident:Harassment,Boynton Beach,FL,,,Synagogue received anti-Semitic hate literature.,
323,10/2016,Anti-Semitic Incident:Harassment,Branford,CT,,,Confidential,
344,10/2016,Anti-Semitic Incident:Harassment,Brookline,MA,,,Anti-Semitic flyer sent to private residence.,
350,10/2016,Anti-Semitic Incident:Harassment,San Francisco,CA,,,"Protester with a Star of David on his shirt and red paint covering his groin harassed convention goers and held a sign that read ""Fuck Jewish Mutilators.""",
363,10/2016,Anti-Semitic Incident:Harassment,Walnut Creek,CA,,,Anti-Semitic leaflet found on a car promoted an anti-Semitic and anti-Italian conspiracy.,
388,10/2016,Anti-Semitic Incident:Harassment,Kent,CT,,,Flyers for anti-Semitic website found on telephone pole.,
397,10/2016,Anti-Semitic Incident:Harassment,Windsor Locks,CT,,,Two individuals harassed Jewish family at an airport.,
402,10/2016,Anti-Semitic Incident:Vandalism,Brooklyn,NY,,,Hallway in apartment building vandalized with swastika.,
458,10/2016,Anti-Semitic Incident:Harassment,Canton,GA,,,"High school student experienced ongoing harassment by student who called him ""Jew Boy"" and ""Jack the Jew.""",
462,10/2016,Anti-Semitic Incident:Harassment,Carlsbad,CA,,,"Jewish high school senior called a ""kike"" by classmates and faced multiple incidents of anti-Semitic ""jokes.""",
498,10/2016,Anti-Semitic Incident:Harassment,Charlotte,NC,,,A Nazi flag was hung from a residence hall at UNC Charlotte.,
517,10/2016,Anti-Semitic Incident:Harassment,Cherry Hill,NJ,,,Synagogue received anti-Semitic hate literature.,
529,10/2016,Anti-Semitic Incident:Vandalism,Chicago,IL,,,"Brick painted with ""Juden"" left outside Jewish organization at university.",
590,10/2016,Anti-Semitic Incident:Harassment,Closter,NJ,,,Synagogue received anti-Semitic hate literature.,
602,10/2016,Anti-Semitic Incident:Vandalism,College Station,TX,,,Jewish campus organization's sign pulled down and defaced at Texas A&M University.,
610,10/2016,Anti-Semitic Incident:Harassment,Colorado Springs,CO,,,Anti-Semitic rhetoric and conspiracies used in a sermon at a church.,
669,10/2016,Terrorist Plot/Attack,Cranford,NJ,Islamist,,"Abdulrahman el-Bahnasawy plotted to carry out terrorist attacks in New York City, including in the subway, during Ramadan in support of ISIS. .",
675,10/2016,Terrorist Plot/Attack,Crown Point,IN,Islamist,,"Marlon Hicks wanted to travel to join ISIS, but instead provided information and supplies to a U.S. government source, believing the source would carry out an attack in the U.S. using explosives.",
717,10/2016,Anti-Semitic Incident:Harassment,Decatur,GA,,,Non-profit received anti-Semitic messages and their names were posted on the alt-right site Stormfront.,
740,10/2016,Anti-Semitic Incident:Harassment,Denver,CO,,,Synagogue received an anti-Semitic letter.,
741,10/2016,Anti-Semitic Incident:Harassment,Denver,CO,,,Jewish lay-leader received anti-Semitic mail.,
742,10/2016,Anti-Semitic Incident:Harassment,Denver,CO,,,Jewish organization received an anti-Semitic letter.,
743,10/2016,Anti-Semitic Incident:Harassment,Denver,CO,,,Anti-Semitic conspiracy-filled letter sent to ADL office.,
776,10/2016,Anti-Semitic Incident:Harassment,Dunwoody,GA,,,Synagogue received anti-Semitic letter.,
786,10/2016,Terrorist Plot/Attack,Earlton,NY,Right Wing (Anti-Government),,Robert Twiss was arrested in October 2016 on a charge of unlawful possession of a rifle by a felon. The investigation began after the FBI allegedly learned that Twiss was forming a militia group with possible plans to engage in violence.,
793,10/2016,Anti-Semitic Incident:Vandalism,East Garden City,NY,,,School restroom vandalized with swastikas.,
805,10/2016,Anti-Semitic Incident:Vandalism,Andover,MA,,,Four individuals spray-painted swastikas on building.,
806,10/2016,Anti-Semitic Incident:Harassment,Easton,PA,,,Synagogue received hate literature in the mail.,
826,10/2016,Anti-Semitic Incident:Harassment,Elkins Park,PA,,,Rabbi targeted with anti-Semitic tweets advancing anti-Jewish conspiracy theories.,
833,10/2016,Anti-Semitic Incident:Harassment,Englewood,NJ,,,Synagogue received anti-Semitic hate literature.,
834,10/2016,Anti-Semitic Incident:Harassment,Englewood,NJ,,,Synagogue received anti-Semitic hate literature.,
874,10/2016,Anti-Semitic Incident:Harassment,Farmington,CT,,,Synagogue received a letter filled with anti-Semitic literature.,
875,10/2016,Anti-Semitic Incident:Harassment,Farmington,CT,,,Director of Jewish organization received anonymous letter filled with anti-Semitic papers at his residence.,
886,10/2016,Terrorist Plot/Attack,Florence,AZ,Islamist,,Thomas Bastian plotted to detonate a bomb in the prison where he was incarcerated; he was going to use al-Qaeda's Inspire magazine to construct the bomb.,
889,10/2016,Anti-Semitic Incident:Harassment,Boston,MA,,,Men protested with anti-Semitic signs in front of bank.,
902,10/2016,Anti-Semitic Incident:Harassment,Fort Lauderdale,FL,,,"Individual called a ""dirty Jew"" and told to cross the street.",
904,10/2016,Anti-Semitic Incident:Harassment,Fort Lee,NJ,,,Synagogue received anti-Semitic hate literature.,
931,10/2016,Anti-Semitic Incident:Harassment,Franklin Lakes,NJ,,,Synagogue received anti-Semitic hate literature.,
962,10/2016,Terrorist Plot/Attack,Garden City,KS,Right Wing (Anti-Government),,"Three members of a small militia group called The Crusaders, Curtis Allen, Gavin Wright and Patrick Eugene Stein, were arrested in October 2016 in connection with an alleged terrorist plot to use truck bombs to blow up an apartment complex inhabited primarily by Somali immigrants, where a small mosque was located. In April 2018, a jury convicted the three of one count of conspiracy to use a weapon of mass destruction and one count of conspiracy against civil rights.",
989,10/2016,Anti-Semitic Incident:Harassment,Newton,MA,,,Anti-Semitic images and statements found on hacked Google document of middle school student.,
1012,10/2016,Anti-Semitic Incident:Harassment,Greenwich,CT,,,Synagogue received letter containing anti-Semitic conspiracies.,
1031,10/2016,Anti-Semitic Incident:Harassment,Harrisburg,PA,,,Synagogue received hate literature in the mail.,
1064,10/2016,Terrorist Plot/Attack,Hilliard,OH,Right Wing (White Supremacist),,"John L. Staley III was arrested for plotting a mass shooting at his high school in the Columbus, OH suburb of Hilliard. He was charged with a delinquency count of conspiracy to commit murder. In January 2018, Staley (later charged as an adult) entered a no contest plea to one count of conspiracy to commit murder; the following month, he was sentenced to four years in adult prison.",
1077,10/2016,Anti-Semitic Incident:Harassment,Holmdel,NJ,,,Jewish student victim of anti-Semitic harassment by classmate.,
1090,10/2016,Anti-Semitic Incident:Harassment,Houston,TX,,,Confidential,
1132,10/2016,Terrorist Plot/Attack,Hyattsville,MD,Islamist,,Nelash Mohamed Das plotted to kill a Prince George-based military member with a firearm. He expressed interest in multiple killings targeting U.S. military personnel.,
1141,10/2016,Anti-Semitic Incident:Harassment,Indio,CA,,,High school student reportedly wore a Nazi uniform to school for Halloween.,
1187,10/2016,Anti-Semitic Incident:Harassment,Ann Arbor,MI,,,Jewish student heard shouting outside his house about Jews controlling economy and other anti-Semitic stereotypes.,
1200,10/2016,Anti-Semitic Incident:Harassment,Saint Paul,MN,,,"Student at Macalester College reported that a drunk individual told him to ""Take that off [referencing his Kippah] Fuck the Jews and Fuck Israel!""",
1239,10/2016,Anti-Semitic Incident:Harassment,Laguna Niguel,CA,,,"Jewish elementary school student victim of anti-Semitic harassment by peer who made comments such as ""Jewish people kill Christian people.""",
1247,10/2016,Anti-Semitic Incident:Harassment,Lake Worth,FL,,,Jewish members of a housing association harassed by other members.,
1273,10/2016,Anti-Semitic Incident:Vandalism,Edgewater,NJ,,,Swastika drawn in fake blood at a ferry landing.,
1283,10/2016,Anti-Semitic Incident:Vandalism,Harrison Township,NJ,,,"Small handwritten swastika with ""Fuck Jews"" found on gazebo in public park.",
1284,10/2016,Anti-Semitic Incident:Harassment,Larkspur,CA,,,Middle school student had a piece of paper with a swastika drawn on it placed in his backpack during the school day.,
1331,10/2016,Anti-Semitic Incident:Harassment,Littleton,CO,,,High school student victim of anti-Semitic harassment and bullying by another student.,
1379,10/2016,Anti-Semitic Incident:Harassment,Los Angeles,CA,,,"Lay leaders in Los Angeles, San Diego, and Seattle received an email claiming Jews are overrepresented in high finance, politics and media.",
1380,10/2016,Anti-Semitic Incident:Harassment,Los Angeles,CA,,,Confidential,
1381,10/2016,Anti-Semitic Incident:Harassment,Los Angeles,CA,,,Confidential,
1404,10/2016,Anti-Semitic Incident:Vandalism,Los Angeles,CA,,,A mezuzah was stolen from a Jewish restaurant in Los Angeles.,
1405,10/2016,Anti-Semitic Incident:Vandalism,Los Angeles,CA,,,"Landlord vandalized family's sukkah, a holiday booth for the festival of Sukkot.",
1471,10/2016,Anti-Semitic Incident:Harassment,New York,NY,,,Anti-Semitic article targeted New York Attorney General Eric Schneiderman.,
1491,10/2016,Anti-Semitic Incident:Harassment,South Brunswick Township,NJ,,,Confidential,
1527,10/2016,Anti-Semitic Incident:Vandalism,Medway,MA,,,Swastika etched into structure at a high school.,
1529,10/2016,Anti-Semitic Incident:Vandalism,Atlantic Beach,NY,,,Street sign vandalized with anti-Semitic markings.,
1573,10/2016,Anti-Semitic Incident:Harassment,Midland,MI,,,University professor repeatedly told class the Holocaust never happened and the Jews made it up.,
1621,10/2016,Anti-Semitic Incident:Harassment,Minnetonka,MN,,,Anti-Semitic hate mail.,
1661,10/2016,Anti-Semitic Incident:Vandalism,Mount Laurel,NJ,,,"Jewish individual found note that said ""you're liars"" with image of swastika in her mailbox",
1663,10/2016,Anti-Semitic Incident:Vandalism,Mount Pleasant,SC,,,"Swastika and the words ""kill Jews"" drawn in middle school bathroom.",
1665,10/2016,Anti-Semitic Incident:Harassment,Mountain View,CA,,,Audience members at a Roger Waters concert made anti-Semitic comments.,
1777,10/2016,Anti-Semitic Incident:Vandalism,Newton Centre,MA,,,Swastika made of rubber pellets found on bench near school athletic field.,
1792,10/2016,Anti-Semitic Incident:Vandalism,North Hollywood,CA,,,Building vandalized with swastika graffiti.,
1847,10/2016,Anti-Semitic Incident:Harassment,Omaha,NE,,,Synagogue received anti-Semitic hate mail.,
1885,10/2016,Anti-Semitic Incident:Harassment,Palm Beach Gardens,FL,,,Synagogue received hate mail.,
1898,10/2016,Anti-Semitic Incident:Vandalism,Parkland,FL,,,Synagogue was vandalized.,
1924,10/2016,Anti-Semitic Incident:Vandalism,Brooklyn,NY,,,"Two Jewish men called ""FUCKING JEWS"" and physically assaulted by passersby.",
1929,10/2016,Anti-Semitic Incident:Vandalism,Brooklyn,NY,,,Vehicle was vandalized with four swastikas and other obscene images.,
1940,10/2016,Anti-Semitic Incident:Vandalism,Brooklyn,NY,,,Public transit vandalized with swastika.,
1995,10/2016,Anti-Semitic Incident:Harassment,Poway,CA,,,"""Evil-looking"" toy rat with Star of David painted on its belly found in front of synagogue.",
2063,10/2016,Anti-Semitic Incident:Vandalism,Great Neck,NY,,,Baseball field vandalized with swastika.,
2077,10/2016,Anti-Semitic Incident:Vandalism,Levittown,NY,,,Playground vandalized with swastika.,
2120,10/2016,Anti-Semitic Incident:Vandalism,New York,NY,,,Sidewalk vandalized with cross drawn into swastika.,
2149,10/2016,Anti-Semitic Incident:Assault,San Diego,CA,,,"Student called peer a ""dirty Jew"" and harassed him via social media, referencing Hitler and ovens.",
2192,10/2016,Anti-Semitic Incident:Vandalism,San Francisco,CA,,,Anti-Semitic graffiti found twice at the entrance of Jewish organization.,
2195,10/2016,Anti-Semitic Incident:Harassment,San Jose,CA,,,Man made an obscene gesture at a Jewish couple on multiple occasions outside a synagogue.,
2221,10/2016,Anti-Semitic Incident:Harassment,Sandy,UT,,,Jewish student overheard anti-Semitic joke regarding the Holocaust at school.,
2280,10/2016,Anti-Semitic Incident:Harassment,Sharon,MA,,,Anti-Semitic flyer sent to Jewish school.,
2364,10/2016,Anti-Semitic Incident:Harassment,State College,PA,,,Synagogue received hate literature in the mail.,
2411,10/2016,Anti-Semitic Incident:Vandalism,Stewart Manor,NY,,,Sidewalk vandalized with swastika.,
2428,10/2016,Anti-Semitic Incident:Vandalism,Tampa,FL,,,Flag desecrated with anti-Semitic graffiti and left on the steps outside a synagogue.,
2446,10/2016,Anti-Semitic Incident:Harassment,Teaneck,NJ,,,Synagogue received anti-Semitic hate literature.,
2447,10/2016,Anti-Semitic Incident:Harassment,Teaneck,NJ,,,Synagogue received anti-Semitic hate literature.,
2448,10/2016,Anti-Semitic Incident:Harassment,Teaneck,NJ,,,Synagogue received anti-Semitic hate literature.,
2449,10/2016,Anti-Semitic Incident:Harassment,Teaneck,NJ,,,Synagogue received anti-Semitic hate literature.,
2450,10/2016,Anti-Semitic Incident:Harassment,Teaneck,NJ,,,Synagogue received anti-Semitic hate literature.,
2468,10/2016,Anti-Semitic Incident:Harassment,Tenafly,NJ,,,Synagogue received anti-Semitic hate literature.,
2484,10/2016,Anti-Semitic Incident:Vandalism,Cleveland,OH,,,Public property vandalized with swastika.,
2507,10/2016,Anti-Semitic Incident:Vandalism,Union Township,NJ,,,Swastikas painted on home of Jewish individual.,
2525,10/2016,Anti-Semitic Incident:Harassment,Van Nuys,CA,,,Confidential,
2528,10/2016,Anti-Semitic Incident:Vandalism,Van Nuys,CA,,,"Swastika and ""Die Jews"" graffitied on business.",
2538,10/2016,Anti-Semitic Incident:Vandalism,Vineland,NJ,,,"Swastikas and the words ""fear us"" painted on vacant office building connected to Jewish-owned law office.",
2558,10/2016,Anti-Semitic Incident:Vandalism,Warwick,NY,,,"Jewish cemetery vandalized with swastikas and the words ""Heil Hitler"" before Yom Kippur.",
2568,10/2016,Anti-Semitic Incident:Harassment,Pittsburgh,PA,,,Jewish attorney's advertisements vandalized with anti-Semitic comments and markings.,
2616,10/2016,Anti-Semitic Incident:Vandalism,Wellesley,MA,,,Swastika etched into computer at a high school.,
2621,10/2016,Anti-Semitic Incident:Harassment,West Hempstead,NY,,,Anti-Semitic business cards left at business establishment.,
2637,10/2016,Anti-Semitic Incident:Harassment,West Palm Beach,FL,,,Middle school student was the victim of anti-Semitic bullying at school and targeted on social media.,
2679,10/2016,Anti-Semitic Incident:Vandalism,Wildomar,CA,,,"""Burn Jews,"" the n-word, ""gay,"" ""bitch,"" Trump,"" and a drawing of a penis were written on a elementary school wall.",
2697,10/2016,Anti-Semitic Incident:Harassment,Woodbridge,CT,,,Synagogue received letter filled with anti-Semitic conspiracies.,
2698,10/2016,Anti-Semitic Incident:Harassment,Woodbridge,CT,,,Individual shouted anti-Semitic slurs while driving past a synagogue.,
2705,10/2016,Anti-Semitic Incident:Vandalism,Whitefish Bay,WI,,,Swastikas painted on sidewalk.,
2709,10/2016,Anti-Semitic Incident:Harassment,Wyomissing,PA,,,Synagogue received hate literature in the mail.,
2444,9/30/2016,Extremist/Police Shootout,Taylor,MI,Right Wing (Anti-Government),,Police shot and killed self-described sovereign citizen Richard Parent after he pointed a weapon at them following a high-speed chase. Parent had been stopped by police for a suspected seat belt violation.,
7,09/2016,Anti-Semitic Incident:Harassment,Tucson,AZ,,,Roadside memorial displayed swastikas and helmets.,
10,09/2016,Anti-Semitic Incident:Harassment,Albany,NY,,,Synagogue received anti-Semitic letter.,
41,09/2016,Anti-Semitic Incident:Harassment,Allentown,PA,,,Synagogue received hate literature in the mail.,
45,09/2016,Anti-Semitic Incident:Harassment,Alpharetta,GA,,,Store posted harassing anti-Semitic posters.,
61,09/2016,Anti-Semitic Incident:Vandalism,Beverly Hills,CA,,,Swastika drawn in dust on a parked car.,
63,09/2016,Anti-Semitic Incident:Harassment,Ann Arbor,MI,,,Synagogue received anti-Semitic phone call.,
78,09/2016,Anti-Semitic Incident:Harassment,Arlington,MA,,,Threatening flyer promoting known anti-Semitic figure placed in Jewish woman's mailbox.,
114,09/2016,Anti-Semitic Incident:Harassment,Lafayette,CA,,,Anti-Semitic flyers referencing local high schools found on public transportation.,
