id,date,type,city,state,ideology,group,description,image
2485,07/2016,Anti-Semitic Incident:Vandalism,Toms River,NJ,,,Swastika spray-painted on synagogue.,
2494,07/2016,Terrorist Plot/Attack,Tucson,AZ,Islamist,,"Mahin Khan plotted to attack an Air Force recruitment center in Tucson, AZ.",
2500,7/1/2016,Extremist Murder,Turkey Creek,LA,Right Wing (White Supremacist),Aryan Circle Motorcycle Club,"David Wayne Williams, leader of the Aryan Circle Motorcycle club, was charged with accessory to murder. Two additional AC members were also implicated in the murder.",
2634,07/2016,Anti-Semitic Incident:Harassment,West Palm Beach,FL,,,Restaurant server found anti-Semitic messages left on table.,
2654,07/2016,Anti-Semitic Incident:Vandalism,Westport,CT,,,"Swastika and the word ""Jew"" spray painted in public pavillion.",
2704,07/2016,Anti-Semitic Incident:Harassment,Woodland Hills,CA,,,Confidential,
212,6/23/2016,Extremist/Police Shootout,Belleville,IL,Left Wing,National Revolutionary Black Panther,Police killed black nationalist Angelo Brown following a shootout. The police were responding to a disturbance call involving a man who was reportedly intoxicated and armed with a gun when they encountered Brown. Police returned fire after Brown fired shots at them.,
999,6/13/2016,Extremist Murder,Great Cacapon,WV,Right Wing (Anti-Government),,"Erick David Schulte, a sovereign citizen and milita-style anti-government extremist, was arrested for the triple murder of his neighbors, possibly as a result of ongoing property disputes.",
1861,6/12/2016,Extremist Murder;Terrorist Plot/Attack;Extremist/Police Shootout,Orlando,FL,Islamist,ISIS,"Omar Mateen, 29, murdered 49 people and wounded 53 more during a shooting spree at Pulse, a gay nightclub. During a 911 call, Mateen swore allegiance to ISIS. Mateen was shot dead by police. One officer was injured in the attack.",
39,06/2016,Anti-Semitic Incident:Harassment,Allentown,PA,,,Vendor made anti-Semitic remarks to children who refused to purchase his product.,
107,06/2016,Anti-Semitic Incident:Harassment,Atlanta,GA,,,Individual received harassing anti-Semitic phone calls.,
192,06/2016,Anti-Semitic Incident:Harassment,Barre,VT,,,Two local newspapers published anti-Semitic caricatures of a Republican candidate.,
205,06/2016,Anti-Semitic Incident:Harassment,Bedford,MA,,,Confidential,
242,06/2016,Anti-Semitic Incident:Vandalism,Beverly Hills,CA,,,Swastika carved into mattress left outside a Jewish person's house.,
243,06/2016,Anti-Semitic Incident:Vandalism,Oakland,CA,,,Swastika and dollar sign carved into vehicle.,
247,06/2016,Anti-Semitic Incident:Harassment,Birmingham,AL,,,Repeated anti-Semitic harassment of doctor by nurse.,
268,06/2016,Anti-Semitic Incident:Harassment,Boca Raton,FL,,,Jewish institution received anti-Semitic emails.,
293,06/2016,Anti-Semitic Incident:Vandalism,Boston,MA,,,Building manager reported several anti-Semitic incidents including swastika graffiti.,
356,06/2016,Anti-Semitic Incident:Assault,Brooklyn,NY,,,Jewish woman verbally harassed with anti-Semitic remarks by another parent at school function.,
369,06/2016,Anti-Semitic Incident:Vandalism,Aurora,CO,,,Swastika graffiti discovered on a pedestrian path.,
393,06/2016,Anti-Semitic Incident:Vandalism,Brooklyn,NY,,,Front door of residence vandalized with swastika drawing.,
396,06/2016,Anti-Semitic Incident:Vandalism,Brooklyn,NY,,,"Fire started next to rabbi's residence, which also functions as Jewish community center for Torah study.",
600,06/2016,Anti-Semitic Incident:Harassment,College Station,TX,,,Social media group for incoming Texas A&M University students contained anti-Semitic and Holocaust-related jokes.,
649,06/2016,Anti-Semitic Incident:Harassment,Concord,NH,,,Individual target of anti-Semitic harassment on social media.,
652,06/2016,Anti-Semitic Incident:Vandalism,Portland,ME,,,White supremacist symbol etched into synagogue building.,
660,06/2016,Anti-Semitic Incident:Vandalism,Coral Springs,FL,,,"""Jews the real trash"" written in black pen in new book at a bookstore.",
684,06/2016,Anti-Semitic Incident:Harassment,Cypress Park,CA,,,Confidential,
845,06/2016,Anti-Semitic Incident:Harassment,Eustis,FL,,,Client of Jewish veterinarian made anti-Semitic remarks about him and his religion on Facebook.,
881,06/2016,Anti-Semitic Incident:Vandalism,Easton,MA,,,Confidential,
890,06/2016,Anti-Semitic Incident:Harassment,Fort Collins,CO,,,Journalist was victim of anti-Semitic harassment by white supremacist.,
932,06/2016,Anti-Semitic Incident:Vandalism,Franklin Township,NJ,,,Swastika drawn on sidewalk in front of Jewish woman's house.,
969,06/2016,Anti-Semitic Incident:Harassment,Georgetown,MA,,,Jewish organization received multiple faxes containing anti-Semitic conspiracy theories.,
1002,06/2016,Anti-Semitic Incident:Vandalism,Hopkinton,MA,,,Anti-Semitic vandalism on street sign.,
1009,06/2016,Anti-Semitic Incident:Harassment,Greenfield,MA,,,Employees of local coffee shop were victims of anti-Semitic threats and harassment.,
1010,06/2016,Anti-Semitic Incident:Harassment,Greenfield,MA,,,Confidential,
1022,06/2016,Anti-Semitic Incident:Vandalism,Hamilton Township,NJ,,,Hotel's promotional sign defaced with swastika graffiti.,
1023,06/2016,Anti-Semitic Incident:Vandalism,Hamilton Township,NJ,,,Confidential,
1085,06/2016,Anti-Semitic Incident:Harassment,Rowley,MA,,,"Individual said ""I am not trying to Jew you down"" while negotiating his salary.",
1088,06/2016,Anti-Semitic Incident:Harassment,Houston,TX,,,"Man called a ""fat, fuck Jew kike bastard.""",
1094,06/2016,Anti-Semitic Incident:Vandalism,Houston,TX,,,Confidential,
1095,06/2016,Anti-Semitic Incident:Vandalism,Houston,TX,,,Swastika drawn on car at University of Houston Central Campus.,
1125,06/2016,Anti-Semitic Incident:Vandalism,Huntington Beach,CA,,,Swastika made from tape left on driveway.,
1257,06/2016,Anti-Semitic Incident:Harassment,Omaha,NE,,,Synagogue received bomb threat.,
1262,06/2016,Anti-Semitic Incident:Vandalism,Rochester,NH,,,"Swastika, racial slur and ""White Pride"" spray-painted on road and wall in residential neighborhood.",
1264,06/2016,Anti-Semitic Incident:Vandalism,Brick Township,NJ,,,Jewish students faced anti-Semitic harassment in school.,
1265,06/2016,Anti-Semitic Incident:Vandalism,Lakewood,NJ,,,Two swastikas drawn on victim's car with marker.,
1297,06/2016,Anti-Semitic Incident:Vandalism,Lauderdale,MN,,,Jewish woman's neighbor flew a Nazi flag and told her they weren't responsible for the killing of Jews.,
1328,06/2016,Anti-Semitic Incident:Harassment,Litchfield,CT,,,Confidential,
1351,06/2016,Anti-Semitic Incident:Harassment,Longmeadow,MA,,,Photo in middle school yearbook showed student performing the Nazi salute.,
1368,06/2016,Anti-Semitic Incident:Harassment,Los Angeles,CA,,,Confidential,
1369,06/2016,Anti-Semitic Incident:Harassment,Los Angeles,CA,,,Jewish institution received fax containing anti-Semitic literature claiming Orthodox Jews collaborated with Nazis.,
1370,06/2016,Anti-Semitic Incident:Harassment,Los Angeles,CA,,,Confidential,
1396,06/2016,Anti-Semitic Incident:Vandalism,Los Angeles,CA,,,Swastika painted on hood of vehicle in predominantly Orthodox Jewish neighborhood.,
1426,06/2016,Anti-Semitic Incident:Harassment,Lower Merion Township,PA,,,Local rabbi targeted by the (((echo))) anti-Semitic hate symbol.,
1427,06/2016,Anti-Semitic Incident:Harassment,Lower Merion Township,PA,,,Middle school student student received drawing of swastika on his graduation yearbook.,
1452,06/2016,Anti-Semitic Incident:Assault,Mamaroneck,NY,,,"Jewish male called a ""dirty Jew,"" told the Germans should ""have finished the job,"" and physically assaulted by man while at bar.",
1465,06/2016,Anti-Semitic Incident:Harassment,New York,NY,,,"Jewish institution received voicemail saying, ""Stupid fucking Jew, I should put a fucking bomb in your fucking synagogue.""",
1466,06/2016,Anti-Semitic Incident:Harassment,New York,NY,,,Synagogue received three threatening anti-Semitic voicemails.,
1467,06/2016,Anti-Semitic Incident:Harassment,New York,NY,,,"Jewish organization received three phone calls that included the words ""Heil Hitler"" and ""Fuck the Jews.""",
1504,06/2016,Anti-Semitic Incident:Harassment,Marblehead,MA,,,"Parent at high school softball game yelled ""Beat those Jews"" at player on opposing team.",
1579,06/2016,Anti-Semitic Incident:Vandalism,Milford,CT,,,Large swastika drawn on steps of community center.,
1604,06/2016,Anti-Semitic Incident:Assault,Brooklyn,NY,,,Two males dressed in traditional Jewish attire struck by paintballs.,
1605,06/2016,Anti-Semitic Incident:Assault,Brooklyn,NY,,,Young male dressed in traditional Jewish attire physically assaulted and targeted with anti-Semitic remarks.,
1606,06/2016,Anti-Semitic Incident:Assault,Brooklyn,NY,,,"Victim struck on head and called a ""fucking Jew"" by two adolescents.",
1620,06/2016,Anti-Semitic Incident:Harassment,Minnetonka,MN,,,"Congregational rabbi received hateful and anti-Semitic Facebook message calling him ""scum of the earth"" and ""dirty pig.""",
1711,06/2016,Anti-Semitic Incident:Vandalism,New Brunswick,NJ,,,Swastika graffiti discovered in elevator at Rutgers University library.,
1774,06/2016,Anti-Semitic Incident:Harassment,Brooklyn,NY,,,Male shouted anti-Semitic remarks at Hasidic male passerby.,
1790,06/2016,Anti-Semitic Incident:Harassment,North Hollywood,CA,,,Confidential,
1798,06/2016,Anti-Semitic Incident:Harassment,Northridge,CA,,,Confidential,
1820,06/2016,Anti-Semitic Incident:Vandalism,Ocean Township,NJ,,,"Student drew swastika and wrote: ""Adolf Hitler is my boy"" on another student's homework assignment.",
1837,06/2016,Anti-Semitic Incident:Harassment,Olympia,WA,,,Students received an email that denied the events of the Holocaust.,
1843,06/2016,Anti-Semitic Incident:Vandalism,Brooklyn,NY,,,Male dressed in traditional Jewish attire struck by paintball outside his synagogue.,
1855,06/2016,Anti-Semitic Incident:Harassment,Orange,CA,,,"Jewish inmate called ""kike"" by jail officials and experienced frequent anti-Semitic harassment.",
1876,06/2016,Anti-Semitic Incident:Vandalism,Brooklyn,NY,,,Eruv (enclosure that allows Jewish people to carry on Shabbat) vandalized.,
1889,06/2016,Anti-Semitic Incident:Vandalism,Brooklyn,NY,,,"Orthodox Jewish woman targeted with anti-Semitic remarks, rock thrown at her vehicle.",
1896,06/2016,Anti-Semitic Incident:Harassment,Park City,UT,,,"Multiple instances of anti-Semitic comments, such as ""gas the Jews,"" reported at a middle school.",
1904,06/2016,Anti-Semitic Incident:Harassment,Pembroke,MA,,,"""Hitler Worshiper"" and ""The Jew Shanker"" written in middle school student's yearbook.",
1918,06/2016,Anti-Semitic Incident:Harassment,Philadelphia,PA,,,Individual was target of anti-Semitic harassment after writing an article about repealing the Second Amendment.,
1969,06/2016,Anti-Semitic Incident:Harassment,Pompano Beach,FL,,,Individual harassed by neighbor with anti-Semitic epithets.,
2036,06/2016,Anti-Semitic Incident:Vandalism,East Rockaway,NY,,,Anti-semitic messages written on wall.,
2072,06/2016,Anti-Semitic Incident:Vandalism,Riverside,CA,,,"""Holohoax"" graffiti found in multiple locations across UC Riverside campus.",
2090,06/2016,Anti-Semitic Incident:Vandalism,Rockville Centre,NY,,,Swastika on locker room wall.,
2153,06/2016,Anti-Semitic Incident:Harassment,San Diego,CA,,,Jewish organization received fax containing anti-Semitic literature claiming Orthodox Jews collaborated with Nazis.,
2205,06/2016,Anti-Semitic Incident:Vandalism,Merrick,NY,,,Anti-semitic remarks on tree.,
2383,06/2016,Terrorist Plot/Attack,Stockton,UT,Right Wing (Anti-Government),,"William Keebler was arrested in June 2016 after allegedly attempting to set off a bomb at a Bureau of Land Management facility in Arizona. He was charged with one count of attempted damage to a federal facility by means of fire or explosive. In April 2018, he pleaded guilty to one count of attempted destruction of federal property by use of an explosive.",
2397,06/2016,Anti-Semitic Incident:Harassment,Sunland-Tujunga,CA,,,Confidential,
2402,06/2016,Anti-Semitic Incident:Vandalism,Swampscott,MA,,,Synagogue defaced with stickers of Palestinian flag.,
2403,06/2016,Anti-Semitic Incident:Harassment,Swampscott,MA,,,Anti-Semitic post discovered on school educational game.,
2405,06/2016,Anti-Semitic Incident:Vandalism,Hopkinton,MA,,,Confidential,
2410,06/2016,Anti-Semitic Incident:Vandalism,Staten Island,NY,,,Jewish man targeted by passengers of vehicle who threw beverage at him.,
2426,06/2016,Anti-Semitic Incident:Harassment,Tampa,FL,,,Reporter made racist and anti-Semitic comments while appearing on a Facebook live video for Barstool Sports.,
2445,06/2016,Anti-Semitic Incident:Harassment,Teaneck,NJ,,,Website that sells yarmulkes hacked and swastika images uploaded.,
2524,06/2016,Anti-Semitic Incident:Harassment,Van Nuys,CA,,,"Car salesman verbally attacked a client and their partner for being ""Israeli"" and immigrants.",
2557,06/2016,Anti-Semitic Incident:Vandalism,Warrington,PA,,,Elementary school sign vandalized with swastika.,
2570,06/2016,Anti-Semitic Incident:Harassment,Providence,RI,,,Confidential,
2623,06/2016,Anti-Semitic Incident:Vandalism,West Hollywood,CA,,,Swastika drawn on individual's house.,
2641,06/2016,Anti-Semitic Incident:Vandalism,Westborough,MA,,,Two middle school students drew swastikas in other students' yearbooks.,
2649,06/2016,Anti-Semitic Incident:Harassment,Weston,CT,,,Confidential,
2696,06/2016,Anti-Semitic Incident:Harassment,Woodbridge,CT,,,Jewish student victim of anti-Semitic bullying.,
997,5/31/2016,Extremist/Police Shootout,Gravois Mills,MO,Right Wing (White Supremacist),,Law enforcement charged white supremacist David E. Vernon with first-degree felony assault on law enforcement. The incident started when Vernon allegedly fired shots at deputies who were responding to calls regarding a domestic disturbance at a trailer park.,
2163,5/11/2016,Extremist Murder,San Diego,CA,Right Wing (White Supremacist),Aryan Brotherhood,"Elliot Scott Grizzle, a member of the Aryan Brotherhood, committed murder and robbery during a drug deal.",
13,05/2016,Anti-Semitic Incident:Vandalism,Albertson,NY,,,Vehicle vandalized with swastika.,
37,05/2016,Anti-Semitic Incident:Harassment,Allendale,NJ,,,Numerous swastikas drawn on underside of stairwell in school.,
60,05/2016,Anti-Semitic Incident:Vandalism,Andover,MA,,,Swastika spray-painted in synagogue parking lot.,
137,05/2016,Anti-Semitic Incident:Harassment,Atwater Village,CA,,,Confidential,
153,05/2016,Anti-Semitic Incident:Vandalism,Austin,TX,,,Swastika vandalism in elementary school.,
240,05/2016,Anti-Semitic Incident:Vandalism,Beverly,MA,,,Synagogue vandalized with anti-Semitic graffiti.,
305,05/2016,Anti-Semitic Incident:Harassment,Boston,MA,,,Flyers containing offensive pro-Nazi messages found around the Boston University campus.,
358,05/2016,Anti-Semitic Incident:Vandalism,Tarzana,CA,,,Swastikas carved into three vehicles in predominantly Jewish neighborhood.,
367,05/2016,Anti-Semitic Incident:Vandalism,Woodland Hills,CA,,,Swastika carved into vehicle hood.,
370,05/2016,Anti-Semitic Incident:Harassment,Denver,CO,,,Judge received anti-Semitic fax at his office.,
371,05/2016,Anti-Semitic Incident:Harassment,Denver,CO,,,U.S. District Court judge received anti-Semitic faxes.,
380,05/2016,Anti-Semitic Incident:Vandalism,Denver,CO,,,"Anti-Semitic and racist graffiti that included "" Kill the Jews, Vote Trump"" discovered in a mobile bathroom.",
387,05/2016,Anti-Semitic Incident:Vandalism,Brooklyn,NY,,,Exterior of business establishment vandalized with anti-Semitic language and Star of David.,
391,05/2016,Anti-Semitic Incident:Vandalism,Brooklyn,NY,,,"Predominantly Jewish residential building vandalized with the words ""TSO Hitler.""",
399,05/2016,Anti-Semitic Incident:Harassment,Washington,DC,,,"Anti-Semitic flyer, found on street, said Jewish banking families using freemasonry to take over the world and create a dictatorship.",
400,05/2016,Anti-Semitic Incident:Harassment,Washington,DC,,,Anti-Semitic flyer posted inside Metro stop.,
408,05/2016,Anti-Semitic Incident:Vandalism,Washington,DC,,,"Star of David and the words ""Jews $"" drawn on jewelry store advertisement.",
410,05/2016,Anti-Semitic Incident:Vandalism,Washington,DC,,,Anti-Semitic sticker featuring caricature of Jewish man in front of CBS News desk posted at Union Station Metro station.,
413,05/2016,Anti-Semitic Incident:Vandalism,Brooklyn,NY,,,High school hallway vandalized with swastika.,
415,05/2016,Anti-Semitic Incident:Vandalism,Washington,DC,,,Anti-Masonic and anti-Semitic sticker displayed in Chinatown.,
439,05/2016,Anti-Semitic Incident:Harassment,Cadiz,OH,,,Employee at bank made anti-Semitic comment to customer.,
459,05/2016,Anti-Semitic Incident:Harassment,Cape Coral,FL,,,Middle school student victim of ongoing anti-Semitic bullying and harassment.,
524,05/2016,Anti-Semitic Incident:Harassment,Chicago,IL,,,Anti-Semitic remarks made during a student government hearing.,
645,05/2016,Anti-Semitic Incident:Vandalism,Commack,NY,,,Residential building's paper notice of Equal Opportunity Housing vandalized with swastikas.,
657,05/2016,Anti-Semitic Incident:Harassment,Coral Gables,FL,,,Individual received a piece of hateful anti-Semitic material.,
672,05/2016,Anti-Semitic Incident:Vandalism,Cresskill,NJ,,,Swastika spray painted outside home of Jewish resident.,
709,05/2016,Anti-Semitic Incident:Harassment,Dayton,OH,,,Confidential,
736,05/2016,Anti-Semitic Incident:Harassment,Denver,CO,,,Synagogue employee received an anti-Semitic email.,
737,05/2016,Anti-Semitic Incident:Harassment,Denver,CO,,,Employee posted anti-Semitic flyers that targeted another employee who was retiring.,
749,05/2016,Anti-Semitic Incident:Vandalism,Denver,CO,,,Synagogue vandalized.,
787,05/2016,Anti-Semitic Incident:Harassment,East Brunswick,NJ,,,"Individual found note taped to his front door that read: ""Die Jew Neighbor.""",
789,05/2016,Anti-Semitic Incident:Vandalism,East Brunswick,NJ,,,Swastika etched into concrete seating area.,
803,05/2016,Anti-Semitic Incident:Vandalism,East Rutherford,NJ,,,Swastika graffiti discovered in high school bathroom.,
836,05/2016,Anti-Semitic Incident:Harassment,Erie,CO,,,Teacher at a high school received anti-Semitic threats from students.,
854,05/2016,Anti-Semitic Incident:Harassment,East Falmouth,MA,,,Confidential,
862,05/2016,Anti-Semitic Incident:Harassment,Cambridge,MA,,,Anti-Semitic messages left on condo building bulletin board.,
970,05/2016,Anti-Semitic Incident:Vandalism,Georgetown,MA,,,Swastika drawn on football field at middle school.,
982,05/2016,Anti-Semitic Incident:Vandalism,Glendale,WI,,,Drawing of swastika discovered on desk in classroom.,
1013,05/2016,Anti-Semitic Incident:Vandalism,Greenwood Village,CO,,,Posters at a middle school vandalized with anti-Semitic graffiti.,
1016,05/2016,Anti-Semitic Incident:Harassment,Hackensack,NJ,,,Synagogue received anti-Semitic hate mail.,
1017,05/2016,Anti-Semitic Incident:Vandalism,Hackensack,NJ,,,"Anti- Semitic cartoons and phrases, including image of Hitler, discovered on dry erase board.",
1018,05/2016,Anti-Semitic Incident:Vandalism,Hackensack,NJ,,,Swastika graffiti discovered on synagogue.,
1052,05/2016,Anti-Semitic Incident:Vandalism,Hauppauge,NY,,,Private driveway vandalized with swastikas and other graffiti.,
1076,05/2016,Terrorist Plot/Attack,Hollywood,FL,Islamist,,"James Gonzalo Medina plotted to bomb the Aventura Turnberry Jewish Center, which includes a synagogue, classrooms, and meeting halls, during Passover",
1113,05/2016,Anti-Semitic Incident:Vandalism,Howell,NJ,,,Swastikas and male genitalia spray-painted on school playground equipment.,
1119,05/2016,Anti-Semitic Incident:Vandalism,Howell Township,NJ,,,Swastika painted on planter in front of retail store.,
1167,05/2016,Anti-Semitic Incident:Harassment,Johns Creek,GA,,,"Multiple incidents of anti-Semitic behavior reported at middle school, including students chanting ""Heil Hitler"" on school bus.",
1259,05/2016,Anti-Semitic Incident:Harassment,Lakewood,NJ,,,"Individual in a car drove past Jewish family's home yelling ""fuck Jews"" and ""you stupid fucking bitch.""",
1285,05/2016,Anti-Semitic Incident:Harassment,Las Vegas,NV,,,Confidential,
1321,05/2016,Anti-Semitic Incident:Harassment,Lincoln,NE,,,Synagogue received bomb threat.,
1337,05/2016,Anti-Semitic Incident:Harassment,Long Beach,CA,,,Casual references to the Holocaust and anti-Semitic jokes made in a middle school classroom.,
1366,05/2016,Anti-Semitic Incident:Harassment,Los Angeles,CA,,,Confidential,
1367,05/2016,Anti-Semitic Incident:Harassment,Los Angeles,CA,,,Confidential,
1395,05/2016,Anti-Semitic Incident:Vandalism,Los Angeles,CA,,,Four swastikas drawn on building.,
1441,05/2016,Anti-Semitic Incident:Harassment,Madison,NJ,,,"During a verbal dispute one person called the other a ""filthy Jew.""",
1449,05/2016,Anti-Semitic Incident:Vandalism,Magnolia,NJ,,,"Swastika and ""fuck you"" scratched into victim's vehicle.",
1550,05/2016,Anti-Semitic Incident:Harassment,Miami,FL,,,Individual received anti-Semitic harassment in reply to a Jewish organization's mailing.,
1551,05/2016,Anti-Semitic Incident:Harassment,Miami,FL,,,"Student faced ongoing harassment and bullying at school, including anti-Semitic and homophobic slurs.",
1552,05/2016,Anti-Semitic Incident:Harassment,Miami,FL,,,Anti-Semitic hate mail.,
1553,05/2016,Anti-Semitic Incident:Harassment,Miami,FL,,,Anti-Semitic hate mail.,
1577,05/2016,Anti-Semitic Incident:Harassment,Milford,CT,,,"Jewish child verbally harassed outside his home, told: ""Fuck you Jew, you should've died in the gas chambers.""",
1582,05/2016,Anti-Semitic Incident:Assault,Brooklyn,NY,,,Orthodox Jewish male physically assaulted by male aiming projectiles at him.,
1592,05/2016,Anti-Semitic Incident:Assault,Brooklyn,NY,,,"Jewish woman harassed by man who spat at her and called her a ""fucking Jew.""",
1598,05/2016,Anti-Semitic Incident:Assault,Brooklyn,NY,,,Jewish boy's traditional Orthodox headwear forcibly removed by passerby.,
1630,05/2016,Anti-Semitic Incident:Vandalism,Mobile,AL,,,"""Hitler did nothin' wrong"" painted outside classroom.",
1646,05/2016,Anti-Semitic Incident:Harassment,Montrose,PA,,,Nazi imagery superimposed over high school student's campaign picture.,
1681,05/2016,Anti-Semitic Incident:Harassment,Naples,FL,,,Homeowner harassed neighbors by displaying a Nazi flag outside their home.,
1730,05/2016,Anti-Semitic Incident:Harassment,New Rochelle,NY,,,Anti-Semitic comments posted city school district's Facebook page.,
1756,05/2016,Anti-Semitic Incident:Vandalism,Newbury Park,CA,,,"Swastikas and ""Hail Hitler"" graffiti found in high school bathroom.",
1771,05/2016,Anti-Semitic Incident:Vandalism,Newton,MA,,,Card found with swastika drawn on back.,
1772,05/2016,Anti-Semitic Incident:Vandalism,Newton,MA,,,Swastika was found on stool in classroom.,
1773,05/2016,Anti-Semitic Incident:Vandalism,Newton,MA,,,Small swastika found carved into table at school.,
1785,05/2016,Anti-Semitic Incident:Harassment,North Brunswick,NJ,,,"Student started singing ""cleanup cleanup like Hitler cleaned up and killed all the Jews"" after teacher announced it was time to clean up.",
1789,05/2016,Anti-Semitic Incident:Vandalism,North Hills,CA,,,Swastika drawn on residential fence.,
1791,05/2016,Anti-Semitic Incident:Vandalism,North Hollywood,CA,,,Property vandalized with anti-Semitic hate speech.,
1821,05/2016,Anti-Semitic Incident:Vandalism,Brooklyn,NY,,,Jewish institution's transportation vehicle damaged by a brick while being driven by Hasidic male.,
1822,05/2016,Anti-Semitic Incident:Vandalism,Brooklyn,NY,,,Fire started inside school bus belonging to a Jewish school.,
1841,05/2016,Anti-Semitic Incident:Vandalism,Brooklyn,NY,,,Lamp post vandalized with swastika.,
1842,05/2016,Anti-Semitic Incident:Harassment,Omaha,NE,,,"Man entered furniture store and loudly declared ""Burn the Jews"" and other anti-Semitic rants.",
1901,05/2016,Anti-Semitic Incident:Vandalism,Pawtucket,RI,,,Swastika painted outside synagogue.,
2004,05/2016,Anti-Semitic Incident:Vandalism,Princeton,NJ,,,"Individual received threatening email that read: ""End him if he didn't change his Jewish agenda.""",
2021,05/2016,Anti-Semitic Incident:Vandalism,Queens,NY,,,Interior of synagogue vandalized with swastika.,
2098,05/2016,Anti-Semitic Incident:Vandalism,Rosemount,MN,,,Swastika drawn on Jewish middle school student's locker.,
2101,05/2016,Anti-Semitic Incident:Harassment,Round Rock,TX,,,Jewish middle school student victim of anti-Semitic harassment.,
2116,05/2016,Anti-Semitic Incident:Vandalism,New York,NY,,,Star of David drawn on exterior of Jewish-owned business.,
2191,05/2016,Anti-Semitic Incident:Vandalism,Merrick,NY,,,Two swastikas were carved into tree.,
2227,05/2016,Anti-Semitic Incident:Harassment,Santa Barbara,CA,,,Individual received anti-Semitic text messages.,
2275,05/2016,Anti-Semitic Incident:Harassment,Sebring,FL,,,Jewish woman victim of anti-Semitic harassment by neighbors.,
2345,05/2016,Anti-Semitic Incident:Harassment,St. Louis,MO,,,Synagogue received anti-Semitic hate mail.,
2401,05/2016,Anti-Semitic Incident:Vandalism,Rochester,NY,,,Swastika painted on sidewalk on Yom Hashoah (Holocaust Remembrance Day).,
2509,05/2016,Anti-Semitic Incident:Harassment,University City,CA,,,A group of men yelled anti-Semitic slurs and vandalized cars in a neighborhood around a local synagogue.,
2510,05/2016,Anti-Semitic Incident:Vandalism,University City,CA,,,Car windows smashed in well-known Jewish neighborhood.,
2544,05/2016,Anti-Semitic Incident:Vandalism,Hawley,PA,,,Local park and nearby bridge vandalized with swastika graffiti.,
2563,05/2016,Anti-Semitic Incident:Harassment,Washington,DC,,,Jewish residences targeted with anti-Semitic leaflets.,
2569,05/2016,Anti-Semitic Incident:Vandalism,Cranston,RI,,,Public spaces vandalized with graffiti including swastikas and anti-Semitic comments and slurs.,
2577,05/2016,Anti-Semitic Incident:Harassment,Arlington,VA,,,Individual made anti-Semitic remarks to woman during a traffic incident.,
2668,05/2016,Anti-Semitic Incident:Harassment,Milwaukee,WI,,,"Individuals repeatedly called ""fucking Jews"" by passengers in a vehicle.",
2693,05/2016,Anti-Semitic Incident:Vandalism,Winthrop,MA,,,Swastika vandalism discovered in high school.,
2721,05/2016,Anti-Semitic Incident:Harassment,Yulee,FL,,,Jewish woman harassed by co-worker who wore Nazi paraphernalia in the workplace.,
1135,4/29/2016,Extremist Murder,Indianapolis,IN,Right Wing (Anti-Government),,Sovereign citizen Giovanni Bailey murdered his wife and killed himself after he was sentenced on felony convictions.,
2537,4/15/2016,Extremist/Police Shootout,Vienna,GA,Right Wing (White Supremacist),,"Law enforcement officers were involved in a shootout with white supremacist Joseph J. Harper after Harper pointed a gun at deputies who went to his home with a court order to collect property awarded to Harper's ex-wife. During the standoff with law enforcement, Harper died of an apparent self-inflicted gunshot.",
14,04/2016,Anti-Semitic Incident:Harassment,Albuquerque,NM,,,Middle school student victim of anti-Semitic verbal harassment.,
36,04/2016,Anti-Semitic Incident:Vandalism,Allendale,MI,,,Anti-Semitic vandalism on university campus.,
92,04/2016,Anti-Semitic Incident:Harassment,Arvada,CO,,,Jewish student at public high school was victim of anti-Semitic harassment and bullying.,
102,04/2016,Anti-Semitic Incident:Harassment,Athens,GA,,,Staff member of Jewish organization harassed with fake social media account.,
179,04/2016,Anti-Semitic Incident:Harassment,Aventura,FL,,,Synagogue received bomb threat.,
226,04/2016,Anti-Semitic Incident:Harassment,Bergenfield,NJ,,,High school student faced ongoing anti-Semitic bullying at school.,
267,04/2016,Anti-Semitic Incident:Harassment,Boca Raton,FL,,,"Middle school student heard multiple anti-Semitic ""jokes"" during lunch.",
275,04/2016,Anti-Semitic Incident:Vandalism,Boca Raton,FL,,,Synagogue vandalized and its mezuzahs destroyed.,
287,04/2016,Anti-Semitic Incident:Harassment,Boston,MA,,,Confidential,
306,04/2016,Anti-Semitic Incident:Harassment,Boulder,CO,,,Synagogue targeted with bomb threats over the Passover holiday.,
320,04/2016,Anti-Semitic Incident:Harassment,Bradenton,FL,,,Jewish students at a middle school experienced anti-Semitic harassment and bullying.,
354,04/2016,Anti-Semitic Incident:Assault,Sherman Oaks,CA,,,Man was chased and was victim of attempted robbery because he was Jewish.,
384,04/2016,Anti-Semitic Incident:Vandalism,Brooklyn,NY,,,Apartment building lobby in Hasidic neighborhood vandalized with anti-Semitic graffiti.,
385,04/2016,Anti-Semitic Incident:Vandalism,Brooklyn,NY,,,Confidential,
386,04/2016,Anti-Semitic Incident:Vandalism,Brooklyn,NY,,,Various personal residences vandalized with swastikas.,
441,04/2016,Anti-Semitic Incident:Harassment,Cairo,GA,,,High school students posted anti-Semitic content.,
447,04/2016,Anti-Semitic Incident:Harassment,Cambridge,MA,,,"Tzipi Livni, a former Foreign Minister of Israel, was subjected to anti-Semitic harassment at a campus event.",
