GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,BLOCKA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AITSCEA,TTRACTA,TBLKGRPA,ANRCA,CBSAA,METDIVA,CSAA,NECTAA,NECTADIVA,CNECTAA,UAA,URBRURALA,CDA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,NAME,SABINSA,H7W001,H7W002,H7W003,H7W004,H7W005,H7W006
"G3101330","2010","2","4","Nebraska","31","Pawnee County","133",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Pawnee County",,2773,0,0,0,2773,0
"G3101350","2010","2","4","Nebraska","31","Perkins County","135",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Perkins County",,2970,0,0,0,2970,0
"G3101370","2010","2","4","Nebraska","31","Phelps County","137",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Phelps County",,9188,5340,0,5340,3848,0
"G3101390","2010","2","4","Nebraska","31","Pierce County","139",,,,,,,,,,,,,,"35740","99999","999",,,,,,,,,,,,,,"Pierce County",,7266,0,0,0,7266,0
"G3101410","2010","2","4","Nebraska","31","Platte County","141",,,,,,,,,,,,,,"18100","99999","999",,,,,,,,,,,,,,"Platte County",,32237,22106,0,22106,10131,0
"G3101430","2010","2","4","Nebraska","31","Polk County","143",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Polk County",,5406,0,0,0,5406,0
"G3101450","2010","2","4","Nebraska","31","Red Willow County","145",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Red Willow County",,11055,7563,0,7563,3492,0
"G3101470","2010","2","4","Nebraska","31","Richardson County","147",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Richardson County",,8363,4133,0,4133,4230,0
"G3101490","2010","2","4","Nebraska","31","Rock County","149",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Rock County",,1526,0,0,0,1526,0
"G3101510","2010","2","4","Nebraska","31","Saline County","151",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Saline County",,14200,6948,0,6948,7252,0
"G3101530","2010","2","4","Nebraska","31","Sarpy County","153",,,,,,,,,,,,,,"36540","99999","420",,,,,,,,,,,,,,"Sarpy County",,158840,150463,150463,0,8377,0
"G3101550","2010","2","4","Nebraska","31","Saunders County","155",,,,,,,,,,,,,,"36540","99999","420",,,,,,,,,,,,,,"Saunders County",,20780,6964,0,6964,13816,0
"G3101570","2010","2","4","Nebraska","31","Scotts Bluff County","157",,,,,,,,,,,,,,"42420","99999","999",,,,,,,,,,,,,,"Scotts Bluff County",,36970,25946,0,25946,11024,0
"G3101590","2010","2","4","Nebraska","31","Seward County","159",,,,,,,,,,,,,,"30700","99999","999",,,,,,,,,,,,,,"Seward County",,16750,6636,0,6636,10114,0
"G3101610","2010","2","4","Nebraska","31","Sheridan County","161",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Sheridan County",,5469,0,0,0,5469,0
"G3101630","2010","2","4","Nebraska","31","Sherman County","163",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Sherman County",,3152,0,0,0,3152,0
"G3101650","2010","2","4","Nebraska","31","Sioux County","165",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Sioux County",,1311,0,0,0,1311,0
"G3101670","2010","2","4","Nebraska","31","Stanton County","167",,,,,,,,,,,,,,"35740","99999","999",,,,,,,,,,,,,,"Stanton County",,6129,1625,0,1625,4504,0
"G3101690","2010","2","4","Nebraska","31","Thayer County","169",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Thayer County",,5228,0,0,0,5228,0
"G3101710","2010","2","4","Nebraska","31","Thomas County","171",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Thomas County",,647,0,0,0,647,0
"G3101730","2010","2","4","Nebraska","31","Thurston County","173",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Thurston County",,6940,0,0,0,6940,0
"G3101750","2010","2","4","Nebraska","31","Valley County","175",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Valley County",,4260,0,0,0,4260,0
"G3101770","2010","2","4","Nebraska","31","Washington County","177",,,,,,,,,,,,,,"36540","99999","420",,,,,,,,,,,,,,"Washington County",,20234,7844,0,7844,12390,0
"G3101790","2010","2","4","Nebraska","31","Wayne County","179",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Wayne County",,9595,5557,0,5557,4038,0
"G3101810","2010","2","4","Nebraska","31","Webster County","181",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Webster County",,3812,0,0,0,3812,0
"G3101830","2010","2","4","Nebraska","31","Wheeler County","183",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Wheeler County",,818,0,0,0,818,0
"G3101850","2010","2","4","Nebraska","31","York County","185",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"York County",,13665,7633,0,7633,6032,0
"G3200010","2010","4","8","Nevada","32","Churchill County","001",,,,,,,,,,,,,,"21980","99999","999",,,,,,,,,,,,,,"Churchill County",,24877,16241,0,16241,8636,0
"G3200030","2010","4","8","Nevada","32","Clark County","003",,,,,,,,,,,,,,"29820","99999","332",,,,,,,,,,,,,,"Clark County",,1951269,1925784,1886011,39773,25485,0
"G3200050","2010","4","8","Nevada","32","Douglas County","005",,,,,,,,,,,,,,"23820","99999","472",,,,,,,,,,,,,,"Douglas County",,46997,32168,4726,27442,14829,0
"G3200070","2010","4","8","Nevada","32","Elko County","007",,,,,,,,,,,,,,"21220","99999","999",,,,,,,,,,,,,,"Elko County",,48818,30340,0,30340,18478,0
"G3200090","2010","4","8","Nevada","32","Esmeralda County","009",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Esmeralda County",,783,0,0,0,783,0
"G3200110","2010","4","8","Nevada","32","Eureka County","011",,,,,,,,,,,,,,"21220","99999","999",,,,,,,,,,,,,,"Eureka County",,1987,0,0,0,1987,0
"G3200130","2010","4","8","Nevada","32","Humboldt County","013",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Humboldt County",,16528,10268,0,10268,6260,0
"G3200150","2010","4","8","Nevada","32","Lander County","015",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Lander County",,5775,3520,0,3520,2255,0
"G3200170","2010","4","8","Nevada","32","Lincoln County","017",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Lincoln County",,5345,0,0,0,5345,0
"G3200190","2010","4","8","Nevada","32","Lyon County","019",,,,,,,,,,,,,,"22280","99999","456",,,,,,,,,,,,,,"Lyon County",,51980,32780,754,32026,19200,0
"G3200210","2010","4","8","Nevada","32","Mineral County","021",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Mineral County",,4772,3249,0,3249,1523,0
"G3200230","2010","4","8","Nevada","32","Nye County","023",,,,,,,,,,,,,,"37220","99999","332",,,,,,,,,,,,,,"Nye County",,43946,28446,0,28446,15500,0
"G3200270","2010","4","8","Nevada","32","Pershing County","027",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Pershing County",,6753,0,0,0,6753,0
"G3200290","2010","4","8","Nevada","32","Storey County","029",,,,,,,,,,,,,,"39900","99999","456",,,,,,,,,,,,,,"Storey County",,4010,295,0,295,3715,0
"G3200310","2010","4","8","Nevada","32","Washoe County","031",,,,,,,,,,,,,,"39900","99999","456",,,,,,,,,,,,,,"Washoe County",,421407,403426,392132,11294,17981,0
"G3200330","2010","4","8","Nevada","32","White Pine County","033",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"White Pine County",,10030,4681,0,4681,5349,0
"G3205100","2010","4","8","Nevada","32","Carson City","510",,,,,,,,,,,,,,"16180","99999","999",,,,,,,,,,,,,,"Carson City",,55274,52599,52599,0,2675,0
"G3300010","2010","1","1","New Hampshire","33","Belknap County","001",,,,,,,,,,,,,,"29060","99999","148",,,,,,,,,,,,,,"Belknap County",,60088,20262,0,20262,39826,0
"G3300030","2010","1","1","New Hampshire","33","Carroll County","003",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Carroll County",,47818,4685,0,4685,43133,0
"G3300050","2010","1","1","New Hampshire","33","Cheshire County","005",,,,,,,,,,,,,,"28300","99999","999",,,,,,,,,,,,,,"Cheshire County",,77117,26979,0,26979,50138,0
"G3300070","2010","1","1","New Hampshire","33","Coos County","007",,,,,,,,,,,,,,"13620","99999","999",,,,,,,,,,,,,,"Coos County",,33055,11159,0,11159,21896,0
"G3300090","2010","1","1","New Hampshire","33","Grafton County","009",,,,,,,,,,,,,,"30100","99999","180",,,,,,,,,,,,,,"Grafton County",,89118,27880,0,27880,61238,0
"G3300110","2010","1","1","New Hampshire","33","Hillsborough County","011",,,,,,,,,,,,,,"31700","99999","148",,,,,,,,,,,,,,"Hillsborough County",,400721,315803,308754,7049,84918,0
"G3300130","2010","1","1","New Hampshire","33","Merrimack County","013",,,,,,,,,,,,,,"18180","99999","148",,,,,,,,,,,,,,"Merrimack County",,146445,66467,15900,50567,79978,0
"G3300150","2010","1","1","New Hampshire","33","Rockingham County","015",,,,,,,,,,,,,,"14460","40484","148",,,,,,,,,,,,,,"Rockingham County",,295223,221718,218228,3490,73505,0
"G3300170","2010","1","1","New Hampshire","33","Strafford County","017",,,,,,,,,,,,,,"14460","40484","148",,,,,,,,,,,,,,"Strafford County",,123143,83243,80286,2957,39900,0
"G3300190","2010","1","1","New Hampshire","33","Sullivan County","019",,,,,,,,,,,,,,"17200","99999","180",,,,,,,,,,,,,,"Sullivan County",,43742,15676,0,15676,28066,0
"G3400010","2010","1","2","New Jersey","34","Atlantic County","001",,,,,,,,,,,,,,"12100","99999","999",,,,,,,,,,,,,,"Atlantic County",,274549,239644,226566,13078,34905,0
"G3400030","2010","1","2","New Jersey","34","Bergen County","003",,,,,,,,,,,,,,"35620","35644","408",,,,,,,,,,,,,,"Bergen County",,905116,904197,904197,0,919,0
"G3400050","2010","1","2","New Jersey","34","Burlington County","005",,,,,,,,,,,,,,"37980","15804","428",,,,,,,,,,,,,,"Burlington County",,448734,418834,383705,35129,29900,0
"G3400070","2010","1","2","New Jersey","34","Camden County","007",,,,,,,,,,,,,,"37980","15804","428",,,,,,,,,,,,,,"Camden County",,513657,505349,505275,74,8308,0
"G3400090","2010","1","2","New Jersey","34","Cape May County","009",,,,,,,,,,,,,,"36140","99999","999",,,,,,,,,,,,,,"Cape May County",,97265,80288,80288,0,16977,0
"G3400110","2010","1","2","New Jersey","34","Cumberland County","011",,,,,,,,,,,,,,"47220","99999","428",,,,,,,,,,,,,,"Cumberland County",,156898,120769,81951,38818,36129,0
"G3400130","2010","1","2","New Jersey","34","Essex County","013",,,,,,,,,,,,,,"35620","35084","408",,,,,,,,,,,,,,"Essex County",,783969,783855,783855,0,114,0
"G3400150","2010","1","2","New Jersey","34","Gloucester County","015",,,,,,,,,,,,,,"37980","15804","428",,,,,,,,,,,,,,"Gloucester County",,288288,264228,264228,0,24060,0
"G3400170","2010","1","2","New Jersey","34","Hudson County","017",,,,,,,,,,,,,,"35620","35644","408",,,,,,,,,,,,,,"Hudson County",,634266,634266,634266,0,0,0
"G3400190","2010","1","2","New Jersey","34","Hunterdon County","019",,,,,,,,,,,,,,"35620","35084","408",,,,,,,,,,,,,,"Hunterdon County",,128349,64727,58491,6236,63622,0
"G3400210","2010","1","2","New Jersey","34","Mercer County","021",,,,,,,,,,,,,,"45940","99999","408",,,,,,,,,,,,,,"Mercer County",,366513,353749,353749,0,12764,0
"G3400230","2010","1","2","New Jersey","34","Middlesex County","023",,,,,,,,,,,,,,"35620","20764","408",,,,,,,,,,,,,,"Middlesex County",,809858,804397,804397,0,5461,0
"G3400250","2010","1","2","New Jersey","34","Monmouth County","025",,,,,,,,,,,,,,"35620","20764","408",,,,,,,,,,,,,,"Monmouth County",,630380,606870,606727,143,23510,0
"G3400270","2010","1","2","New Jersey","34","Morris County","027",,,,,,,,,,,,,,"35620","35084","408",,,,,,,,,,,,,,"Morris County",,492276,458952,448928,10024,33324,0
"G3400290","2010","1","2","New Jersey","34","Ocean County","029",,,,,,,,,,,,,,"35620","20764","408",,,,,,,,,,,,,,"Ocean County",,576567,559856,531911,27945,16711,0
"G3400310","2010","1","2","New Jersey","34","Passaic County","031",,,,,,,,,,,,,,"35620","35644","408",,,,,,,,,,,,,,"Passaic County",,501226,489146,484040,5106,12080,0
"G3400330","2010","1","2","New Jersey","34","Salem County","033",,,,,,,,,,,,,,"37980","48864","428",,,,,,,,,,,,,,"Salem County",,66083,36147,26228,9919,29936,0
"G3400350","2010","1","2","New Jersey","34","Somerset County","035",,,,,,,,,,,,,,"35620","20764","408",,,,,,,,,,,,,,"Somerset County",,323444,304708,304708,0,18736,0
"G3400370","2010","1","2","New Jersey","34","Sussex County","037",,,,,,,,,,,,,,"35620","35084","408",,,,,,,,,,,,,,"Sussex County",,149265,89783,37393,52390,59482,0
"G3400390","2010","1","2","New Jersey","34","Union County","039",,,,,,,,,,,,,,"35620","35084","408",,,,,,,,,,,,,,"Union County",,536499,536499,536499,0,0,0
"G3400410","2010","1","2","New Jersey","34","Warren County","041",,,,,,,,,,,,,,"10900","99999","999",,,,,,,,,,,,,,"Warren County",,108692,67862,52506,15356,40830,0
"G3500010","2010","4","8","New Mexico","35","Bernalillo County","001",,,,,,,,,,,,,,"10740","99999","999",,,,,,,,,,,,,,"Bernalillo County",,662564,634766,634766,0,27798,0
"G3500030","2010","4","8","New Mexico","35","Catron County","003",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Catron County",,3725,0,0,0,3725,0
"G3500050","2010","4","8","New Mexico","35","Chaves County","005",,,,,,,,,,,,,,"40740","99999","999",,,,,,,,,,,,,,"Chaves County",,65645,49727,0,49727,15918,0
"G3500060","2010","4","8","New Mexico","35","Cibola County","006",,,,,,,,,,,,,,"24380","99999","999",,,,,,,,,,,,,,"Cibola County",,27213,12152,0,12152,15061,0
"G3500070","2010","4","8","New Mexico","35","Colfax County","007",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Colfax County",,13750,6551,0,6551,7199,0
"G3500090","2010","4","8","New Mexico","35","Curry County","009",,,,,,,,,,,,,,"17580","99999","188",,,,,,,,,,,,,,"Curry County",,48376,41570,0,41570,6806,0
"G3500110","2010","4","8","New Mexico","35","De Baca County","011",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"De Baca County",,2022,0,0,0,2022,0
"G3500130","2010","4","8","New Mexico","35","Dona Ana County","013",,,,,,,,,,,,,,"29740","99999","999",,,,,,,,,,,,,,"Doña Ana County",,209233,168871,159312,9559,40362,0
"G3500150","2010","4","8","New Mexico","35","Eddy County","015",,,,,,,,,,,,,,"16100","99999","999",,,,,,,,,,,,,,"Eddy County",,53829,42603,0,42603,11226,0
"G3500170","2010","4","8","New Mexico","35","Grant County","017",,,,,,,,,,,,,,"43500","99999","999",,,,,,,,,,,,,,"Grant County",,29514,17014,0,17014,12500,0
"G3500190","2010","4","8","New Mexico","35","Guadalupe County","019",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Guadalupe County",,4687,2621,0,2621,2066,0
"G3500210","2010","4","8","New Mexico","35","Harding County","021",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Harding County",,695,0,0,0,695,0
"G3500230","2010","4","8","New Mexico","35","Hidalgo County","023",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Hidalgo County",,4894,0,0,0,4894,0
"G3500250","2010","4","8","New Mexico","35","Lea County","025",,,,,,,,,,,,,,"26020","99999","999",,,,,,,,,,,,,,"Lea County",,64727,51114,0,51114,13613,0
"G3500270","2010","4","8","New Mexico","35","Lincoln County","027",,,,,,,,,,,,,,"40760","99999","999",,,,,,,,,,,,,,"Lincoln County",,20497,9596,0,9596,10901,0
"G3500280","2010","4","8","New Mexico","35","Los Alamos County","028",,,,,,,,,,,,,,"31060","99999","999",,,,,,,,,,,,,,"Los Alamos County",,17950,15932,0,15932,2018,0
"G3500290","2010","4","8","New Mexico","35","Luna County","029",,,,,,,,,,,,,,"19700","99999","999",,,,,,,,,,,,,,"Luna County",,25095,14903,0,14903,10192,0
"G3500310","2010","4","8","New Mexico","35","McKinley County","031",,,,,,,,,,,,,,"23700","99999","999",,,,,,,,,,,,,,"McKinley County",,71492,30471,0,30471,41021,0
"G3500330","2010","4","8","New Mexico","35","Mora County","033",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Mora County",,4881,0,0,0,4881,0
"G3500350","2010","4","8","New Mexico","35","Otero County","035",,,,,,,,,,,,,,"10460","99999","999",,,,,,,,,,,,,,"Otero County",,63797,44917,0,44917,18880,0
"G3500370","2010","4","8","New Mexico","35","Quay County","037",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Quay County",,9041,5283,0,5283,3758,0
"G3500390","2010","4","8","New Mexico","35","Rio Arriba County","039",,,,,,,,,,,,,,"21580","99999","492",,,,,,,,,,,,,,"Rio Arriba County",,40246,20218,0,20218,20028,0
"G3500410","2010","4","8","New Mexico","35","Roosevelt County","041",,,,,,,,,,,,,,"38780","99999","188",,,,,,,,,,,,,,"Roosevelt County",,19846,12610,0,12610,7236,0
"G3500430","2010","4","8","New Mexico","35","Sandoval County","043",,,,,,,,,,,,,,"10740","99999","999",,,,,,,,,,,,,,"Sandoval County",,131561,109119,106552,2567,22442,0
"G3500450","2010","4","8","New Mexico","35","San Juan County","045",,,,,,,,,,,,,,"22140","99999","999",,,,,,,,,,,,,,"San Juan County",,130044,86266,53049,33217,43778,0
"G3500470","2010","4","8","New Mexico","35","San Miguel County","047",,,,,,,,,,,,,,"29780","99999","999",,,,,,,,,,,,,,"San Miguel County",,29393,15609,0,15609,13784,0
"G3500490","2010","4","8","New Mexico","35","Santa Fe County","049",,,,,,,,,,,,,,"42140","99999","492",,,,,,,,,,,,,,"Santa Fe County",,144170,107896,89284,18612,36274,0
"G3500510","2010","4","8","New Mexico","35","Sierra County","051",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Sierra County",,11988,7918,0,7918,4070,0
"G3500530","2010","4","8","New Mexico","35","Socorro County","053",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Socorro County",,17866,8991,0,8991,8875,0
"G3500550","2010","4","8","New Mexico","35","Taos County","055",,,,,,,,,,,,,,"45340","99999","999",,,,,,,,,,,,,,"Taos County",,32937,13686,0,13686,19251,0
"G3500570","2010","4","8","New Mexico","35","Torrance County","057",,,,,,,,,,,,,,"10740","99999","999",,,,,,,,,,,,,,"Torrance County",,16383,199,0,199,16184,0
"G3500590","2010","4","8","New Mexico","35","Union County","059",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Union County",,4549,0,0,0,4549,0
"G3500610","2010","4","8","New Mexico","35","Valencia County","061",,,,,,,,,,,,,,"10740","99999","999",,,,,,,,,,,,,,"Valencia County",,76569,63758,63758,0,12811,0
"G3600010","2010","1","2","New York","36","Albany County","001",,,,,,,,,,,,,,"10580","99999","104",,,,,,,,,,,,,,"Albany County",,304204,274708,269636,5072,29496,0
"G3600030","2010","1","2","New York","36","Allegany County","003",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Allegany County",,48946,10406,0,10406,38540,0
"G3600050","2010","1","2","New York","36","Bronx County","005",,,,,,,,,,,,,,"35620","35644","408",,,,,,,,,,,,,,"Bronx County",,1385108,1385069,1385069,0,39,0
"G3600070","2010","1","2","New York","36","Broome County","007",,,,,,,,,,,,,,"13780","99999","999",,,,,,,,,,,,,,"Broome County",,200600,148330,148330,0,52270,0
"G3600090","2010","1","2","New York","36","Cattaraugus County","009",,,,,,,,,,,,,,"36460","99999","160",,,,,,,,,,,,,,"Cattaraugus County",,80317,30719,0,30719,49598,0
"G3600110","2010","1","2","New York","36","Cayuga County","011",,,,,,,,,,,,,,"12180","99999","532",,,,,,,,,,,,,,"Cayuga County",,80026,35386,0,35386,44640,0
"G3600130","2010","1","2","New York","36","Chautauqua County","013",,,,,,,,,,,,,,"27460","99999","999",,,,,,,,,,,,,,"Chautauqua County",,134905,75732,0,75732,59173,0
"G3600150","2010","1","2","New York","36","Chemung County","015",,,,,,,,,,,,,,"21300","99999","999",,,,,,,,,,,,,,"Chemung County",,88830,67352,67352,0,21478,0
"G3600170","2010","1","2","New York","36","Chenango County","017",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Chenango County",,50477,8373,0,8373,42104,0
"G3600190","2010","1","2","New York","36","Clinton County","019",,,,,,,,,,,,,,"38460","99999","999",,,,,,,,,,,,,,"Clinton County",,82128,29438,0,29438,52690,0
"G3600210","2010","1","2","New York","36","Columbia County","021",,,,,,,,,,,,,,"26460","99999","104",,,,,,,,,,,,,,"Columbia County",,63096,16848,0,16848,46248,0
"G3600230","2010","1","2","New York","36","Cortland County","023",,,,,,,,,,,,,,"18660","99999","296",,,,,,,,,,,,,,"Cortland County",,49336,27493,0,27493,21843,0
"G3600250","2010","1","2","New York","36","Delaware County","025",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Delaware County",,47980,10381,0,10381,37599,0
"G3600270","2010","1","2","New York","36","Dutchess County","027",,,,,,,,,,,,,,"39100","99999","408",,,,,,,,,,,,,,"Dutchess County",,297488,221928,212235,9693,75560,0
"G3600290","2010","1","2","New York","36","Erie County","029",,,,,,,,,,,,,,"15380","99999","160",,,,,,,,,,,,,,"Erie County",,919040,832615,811544,21071,86425,0
"G3600310","2010","1","2","New York","36","Essex County","031",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Essex County",,39370,9899,0,9899,29471,0
"G3600330","2010","1","2","New York","36","Franklin County","033",,,,,,,,,,,,,,"31660","99999","999",,,,,,,,,,,,,,"Franklin County",,51599,19259,0,19259,32340,0
"G3600350","2010","1","2","New York","36","Fulton County","035",,,,,,,,,,,,,,"24100","99999","104",,,,,,,,,,,,,,"Fulton County",,55531,27558,0,27558,27973,0
"G3600370","2010","1","2","New York","36","Genesee County","037",,,,,,,,,,,,,,"12860","99999","464",,,,,,,,,,,,,,"Genesee County",,60079,24100,0,24100,35979,0
"G3600390","2010","1","2","New York","36","Greene County","039",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Greene County",,49221,13220,140,13080,36001,0
"G3600410","2010","1","2","New York","36","Hamilton County","041",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Hamilton County",,4836,0,0,0,4836,0
"G3600430","2010","1","2","New York","36","Herkimer County","043",,,,,,,,,,,,,,"46540","99999","999",,,,,,,,,,,,,,"Herkimer County",,64519,31092,1344,29748,33427,0
"G3600450","2010","1","2","New York","36","Jefferson County","045",,,,,,,,,,,,,,"48060","99999","999",,,,,,,,,,,,,,"Jefferson County",,116229,60382,57840,2542,55847,0
"G3600470","2010","1","2","New York","36","Kings County","047",,,,,,,,,,,,,,"35620","35644","408",,,,,,,,,,,,,,"Kings County",,2504700,2504663,2504663,0,37,0
"G3600490","2010","1","2","New York","36","Lewis County","049",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Lewis County",,27087,3562,0,3562,23525,0
"G3600510","2010","1","2","New York","36","Livingston County","051",,,,,,,,,,,,,,"40380","99999","464",,,,,,,,,,,,,,"Livingston County",,65393,29654,0,29654,35739,0
"G3600530","2010","1","2","New York","36","Madison County","053",,,,,,,,,,,,,,"45060","99999","532",,,,,,,,,,,,,,"Madison County",,73442,30151,286,29865,43291,0
"G3600550","2010","1","2","New York","36","Monroe County","055",,,,,,,,,,,,,,"40380","99999","464",,,,,,,,,,,,,,"Monroe County",,744344,696334,673458,22876,48010,0
"G3600570","2010","1","2","New York","36","Montgomery County","057",,,,,,,,,,,,,,"11220","99999","104",,,,,,,,,,,,,,"Montgomery County",,50219,29660,0,29660,20559,0
"G3600590","2010","1","2","New York","36","Nassau County","059",,,,,,,,,,,,,,"35620","35004","408",,,,,,,,,,,,,,"Nassau County",,1339532,1336957,1336957,0,2575,0
"G3600610","2010","1","2","New York","36","New York County","061",,,,,,,,,,,,,,"35620","35644","408",,,,,,,,,,,,,,"New York County",,1585873,1585873,1585873,0,0,0
"G3600630","2010","1","2","New York","36","Niagara County","063",,,,,,,,,,,,,,"15380","99999","160",,,,,,,,,,,,,,"Niagara County",,216469,167892,124362,43530,48577,0
"G3600650","2010","1","2","New York","36","Oneida County","065",,,,,,,,,,,,,,"46540","99999","999",,,,,,,,,,,,,,"Oneida County",,234878,157406,115984,41422,77472,0
"G3600670","2010","1","2","New York","36","Onondaga County","067",,,,,,,,,,,,,,"45060","99999","532",,,,,,,,,,,,,,"Onondaga County",,467026,408239,404715,3524,58787,0
"G3600690","2010","1","2","New York","36","Ontario County","069",,,,,,,,,,,,,,"40380","99999","464",,,,,,,,,,,,,,"Ontario County",,107931,56698,34948,21750,51233,0
"G3600710","2010","1","2","New York","36","Orange County","071",,,,,,,,,,,,,,"39100","99999","408",,,,,,,,,,,,,,"Orange County",,372813,289524,228880,60644,83289,0
"G3600730","2010","1","2","New York","36","Orleans County","073",,,,,,,,,,,,,,"40380","99999","464",,,,,,,,,,,,,,"Orleans County",,42883,16776,0,16776,26107,0
"G3600750","2010","1","2","New York","36","Oswego County","075",,,,,,,,,,,,,,"45060","99999","532",,,,,,,,,,,,,,"Oswego County",,122109,46701,7316,39385,75408,0
"G3600770","2010","1","2","New York","36","Otsego County","077",,,,,,,,,,,,,,"36580","99999","999",,,,,,,,,,,,,,"Otsego County",,62259,18325,0,18325,43934,0
"G3600790","2010","1","2","New York","36","Putnam County","079",,,,,,,,,,,,,,"35620","35644","408",,,,,,,,,,,,,,"Putnam County",,99710,79220,75944,3276,20490,0
"G3600810","2010","1","2","New York","36","Queens County","081",,,,,,,,,,,,,,"35620","35644","408",,,,,,,,,,,,,,"Queens County",,2230722,2230722,2230722,0,0,0
"G3600830","2010","1","2","New York","36","Rensselaer County","083",,,,,,,,,,,,,,"10580","99999","104",,,,,,,,,,,,,,"Rensselaer County",,159429,110784,107192,3592,48645,0
"G3600850","2010","1","2","New York","36","Richmond County","085",,,,,,,,,,,,,,"35620","35644","408",,,,,,,,,,,,,,"Richmond County",,468730,468730,468730,0,0,0
"G3600870","2010","1","2","New York","36","Rockland County","087",,,,,,,,,,,,,,"35620","35644","408",,,,,,,,,,,,,,"Rockland County",,311687,309451,309451,0,2236,0
"G3600890","2010","1","2","New York","36","St. Lawrence County","089",,,,,,,,,,,,,,"36300","99999","999",,,,,,,,,,,,,,"St. Lawrence County",,111944,42548,0,42548,69396,0
"G3600910","2010","1","2","New York","36","Saratoga County","091",,,,,,,,,,,,,,"10580","99999","104",,,,,,,,,,,,,,"Saratoga County",,219607,153809,150711,3098,65798,0
"G3600930","2010","1","2","New York","36","Schenectady County","093",,,,,,,,,,,,,,"10580","99999","104",,,,,,,,,,,,,,"Schenectady County",,154727,142107,142107,0,12620,0
"G3600950","2010","1","2","New York","36","Schoharie County","095",,,,,,,,,,,,,,"10580","99999","104",,,,,,,,,,,,,,"Schoharie County",,32749,5618,0,5618,27131,0
"G3600970","2010","1","2","New York","36","Schuyler County","097",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Schuyler County",,18343,3457,0,3457,14886,0
