GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,BLOCKA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AITSCEA,TTRACTA,TBLKGRPA,ANRCA,CBSAA,METDIVA,CSAA,NECTAA,NECTADIVA,CNECTAA,UAA,URBRURALA,CDA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,NAME,SABINSA,H7W001,H7W002,H7W003,H7W004,H7W005,H7W006
"G3600990","2010","1","2","New York","36","Seneca County","099",,,,,,,,,,,,,,"42900","99999","464",,,,,,,,,,,,,,"Seneca County",,35251,14574,0,14574,20677,0
"G3601010","2010","1","2","New York","36","Steuben County","101",,,,,,,,,,,,,,"18500","99999","999",,,,,,,,,,,,,,"Steuben County",,98990,39229,631,38598,59761,0
"G3601030","2010","1","2","New York","36","Suffolk County","103",,,,,,,,,,,,,,"35620","35004","408",,,,,,,,,,,,,,"Suffolk County",,1493350,1454506,1429373,25133,38844,0
"G3601050","2010","1","2","New York","36","Sullivan County","105",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Sullivan County",,77547,20034,0,20034,57513,0
"G3601070","2010","1","2","New York","36","Tioga County","107",,,,,,,,,,,,,,"13780","99999","999",,,,,,,,,,,,,,"Tioga County",,51125,17557,7332,10225,33568,0
"G3601090","2010","1","2","New York","36","Tompkins County","109",,,,,,,,,,,,,,"27060","99999","296",,,,,,,,,,,,,,"Tompkins County",,101564,57543,53661,3882,44021,0
"G3601110","2010","1","2","New York","36","Ulster County","111",,,,,,,,,,,,,,"28740","99999","408",,,,,,,,,,,,,,"Ulster County",,182493,98473,88968,9505,84020,0
"G3601130","2010","1","2","New York","36","Warren County","113",,,,,,,,,,,,,,"24020","99999","104",,,,,,,,,,,,,,"Warren County",,65707,43413,39868,3545,22294,0
"G3601150","2010","1","2","New York","36","Washington County","115",,,,,,,,,,,,,,"24020","99999","104",,,,,,,,,,,,,,"Washington County",,63216,20293,14991,5302,42923,0
"G3601170","2010","1","2","New York","36","Wayne County","117",,,,,,,,,,,,,,"40380","99999","464",,,,,,,,,,,,,,"Wayne County",,93772,36855,12166,24689,56917,0
"G3601190","2010","1","2","New York","36","Westchester County","119",,,,,,,,,,,,,,"35620","35644","408",,,,,,,,,,,,,,"Westchester County",,949113,918044,915365,2679,31069,0
"G3601210","2010","1","2","New York","36","Wyoming County","121",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Wyoming County",,42155,15141,0,15141,27014,0
"G3601230","2010","1","2","New York","36","Yates County","123",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Yates County",,25348,7294,0,7294,18054,0
"G3700010","2010","3","5","North Carolina","37","Alamance County","001",,,,,,,,,,,,,,"15500","99999","268",,,,,,,,,,,,,,"Alamance County",,151131,107971,107971,0,43160,0
"G3700030","2010","3","5","North Carolina","37","Alexander County","003",,,,,,,,,,,,,,"25860","99999","999",,,,,,,,,,,,,,"Alexander County",,37198,10126,4738,5388,27072,0
"G3700050","2010","3","5","North Carolina","37","Alleghany County","005",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Alleghany County",,11155,0,0,0,11155,0
"G3700070","2010","3","5","North Carolina","37","Anson County","007",,,,,,,,,,,,,,"16740","99999","172",,,,,,,,,,,,,,"Anson County",,26948,5791,0,5791,21157,0
"G3700090","2010","3","5","North Carolina","37","Ashe County","009",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Ashe County",,27281,4129,0,4129,23152,0
"G3700110","2010","3","5","North Carolina","37","Avery County","011",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Avery County",,17797,1996,0,1996,15801,0
"G3700130","2010","3","5","North Carolina","37","Beaufort County","013",,,,,,,,,,,,,,"47820","99999","999",,,,,,,,,,,,,,"Beaufort County",,47759,16429,0,16429,31330,0
"G3700150","2010","3","5","North Carolina","37","Bertie County","015",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Bertie County",,21282,3566,0,3566,17716,0
"G3700170","2010","3","5","North Carolina","37","Bladen County","017",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Bladen County",,35190,3085,0,3085,32105,0
"G3700190","2010","3","5","North Carolina","37","Brunswick County","019",,,,,,,,,,,,,,"48900","99999","999",,,,,,,,,,,,,,"Brunswick County",,107431,61278,39915,21363,46153,0
"G3700210","2010","3","5","North Carolina","37","Buncombe County","021",,,,,,,,,,,,,,"11700","99999","120",,,,,,,,,,,,,,"Buncombe County",,238318,180932,180932,0,57386,0
"G3700230","2010","3","5","North Carolina","37","Burke County","023",,,,,,,,,,,,,,"25860","99999","999",,,,,,,,,,,,,,"Burke County",,90912,52136,52136,0,38776,0
"G3700250","2010","3","5","North Carolina","37","Cabarrus County","025",,,,,,,,,,,,,,"16740","99999","172",,,,,,,,,,,,,,"Cabarrus County",,178011,143738,143551,187,34273,0
"G3700270","2010","3","5","North Carolina","37","Caldwell County","027",,,,,,,,,,,,,,"25860","99999","999",,,,,,,,,,,,,,"Caldwell County",,83029,54444,54444,0,28585,0
"G3700290","2010","3","5","North Carolina","37","Camden County","029",,,,,,,,,,,,,,"21020","99999","999",,,,,,,,,,,,,,"Camden County",,9980,45,0,45,9935,0
"G3700310","2010","3","5","North Carolina","37","Carteret County","031",,,,,,,,,,,,,,"33980","99999","999",,,,,,,,,,,,,,"Carteret County",,66469,44798,0,44798,21671,0
"G3700330","2010","3","5","North Carolina","37","Caswell County","033",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Caswell County",,23719,191,0,191,23528,0
"G3700350","2010","3","5","North Carolina","37","Catawba County","035",,,,,,,,,,,,,,"25860","99999","999",,,,,,,,,,,,,,"Catawba County",,154358,107595,101101,6494,46763,0
"G3700370","2010","3","5","North Carolina","37","Chatham County","037",,,,,,,,,,,,,,"20500","99999","450",,,,,,,,,,,,,,"Chatham County",,63505,21641,6513,15128,41864,0
"G3700390","2010","3","5","North Carolina","37","Cherokee County","039",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Cherokee County",,27444,0,0,0,27444,0
"G3700410","2010","3","5","North Carolina","37","Chowan County","041",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Chowan County",,14793,4790,0,4790,10003,0
"G3700430","2010","3","5","North Carolina","37","Clay County","043",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Clay County",,10587,0,0,0,10587,0
"G3700450","2010","3","5","North Carolina","37","Cleveland County","045",,,,,,,,,,,,,,"43140","99999","172",,,,,,,,,,,,,,"Cleveland County",,98078,43360,11171,32189,54718,0
"G3700470","2010","3","5","North Carolina","37","Columbus County","047",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Columbus County",,58098,11274,0,11274,46824,0
"G3700490","2010","3","5","North Carolina","37","Craven County","049",,,,,,,,,,,,,,"35100","99999","999",,,,,,,,,,,,,,"Craven County",,103505,74825,50503,24322,28680,0
"G3700510","2010","3","5","North Carolina","37","Cumberland County","051",,,,,,,,,,,,,,"22180","99999","999",,,,,,,,,,,,,,"Cumberland County",,319431,276729,276729,0,42702,0
"G3700530","2010","3","5","North Carolina","37","Currituck County","053",,,,,,,,,,,,,,"47260","99999","999",,,,,,,,,,,,,,"Currituck County",,23547,397,0,397,23150,0
"G3700550","2010","3","5","North Carolina","37","Dare County","055",,,,,,,,,,,,,,"28620","99999","999",,,,,,,,,,,,,,"Dare County",,33920,24097,0,24097,9823,0
"G3700570","2010","3","5","North Carolina","37","Davidson County","057",,,,,,,,,,,,,,"45640","99999","268",,,,,,,,,,,,,,"Davidson County",,162878,85699,85699,0,77179,0
"G3700590","2010","3","5","North Carolina","37","Davie County","059",,,,,,,,,,,,,,"49180","99999","268",,,,,,,,,,,,,,"Davie County",,41240,12253,7062,5191,28987,0
"G3700610","2010","3","5","North Carolina","37","Duplin County","061",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Duplin County",,58505,7919,0,7919,50586,0
"G3700630","2010","3","5","North Carolina","37","Durham County","063",,,,,,,,,,,,,,"20500","99999","450",,,,,,,,,,,,,,"Durham County",,267587,252528,252528,0,15059,0
"G3700650","2010","3","5","North Carolina","37","Edgecombe County","065",,,,,,,,,,,,,,"40580","99999","999",,,,,,,,,,,,,,"Edgecombe County",,56552,30930,17349,13581,25622,0
"G3700670","2010","3","5","North Carolina","37","Forsyth County","067",,,,,,,,,,,,,,"49180","99999","268",,,,,,,,,,,,,,"Forsyth County",,350670,324908,324908,0,25762,0
"G3700690","2010","3","5","North Carolina","37","Franklin County","069",,,,,,,,,,,,,,"39580","99999","450",,,,,,,,,,,,,,"Franklin County",,60619,8900,4829,4071,51719,0
"G3700710","2010","3","5","North Carolina","37","Gaston County","071",,,,,,,,,,,,,,"16740","99999","172",,,,,,,,,,,,,,"Gaston County",,206086,165595,158926,6669,40491,0
"G3700730","2010","3","5","North Carolina","37","Gates County","073",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Gates County",,12197,0,0,0,12197,0
"G3700750","2010","3","5","North Carolina","37","Graham County","075",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Graham County",,8861,0,0,0,8861,0
"G3700770","2010","3","5","North Carolina","37","Granville County","077",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Granville County",,59916,27112,963,26149,32804,0
"G3700790","2010","3","5","North Carolina","37","Greene County","079",,,,,,,,,,,,,,"24780","99999","999",,,,,,,,,,,,,,"Greene County",,21362,0,0,0,21362,0
"G3700810","2010","3","5","North Carolina","37","Guilford County","081",,,,,,,,,,,,,,"24660","99999","268",,,,,,,,,,,,,,"Guilford County",,488406,426406,426406,0,62000,0
"G3700830","2010","3","5","North Carolina","37","Halifax County","083",,,,,,,,,,,,,,"40260","99999","999",,,,,,,,,,,,,,"Halifax County",,54691,24772,0,24772,29919,0
"G3700850","2010","3","5","North Carolina","37","Harnett County","085",,,,,,,,,,,,,,"20380","99999","450",,,,,,,,,,,,,,"Harnett County",,114678,50549,12294,38255,64129,0
"G3700870","2010","3","5","North Carolina","37","Haywood County","087",,,,,,,,,,,,,,"11700","99999","120",,,,,,,,,,,,,,"Haywood County",,59036,26306,26306,0,32730,0
"G3700890","2010","3","5","North Carolina","37","Henderson County","089",,,,,,,,,,,,,,"11700","99999","120",,,,,,,,,,,,,,"Henderson County",,106740,71227,71227,0,35513,0
"G3700910","2010","3","5","North Carolina","37","Hertford County","091",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Hertford County",,24669,7737,0,7737,16932,0
"G3700930","2010","3","5","North Carolina","37","Hoke County","093",,,,,,,,,,,,,,"22180","99999","999",,,,,,,,,,,,,,"Hoke County",,46952,26692,26692,0,20260,0
"G3700950","2010","3","5","North Carolina","37","Hyde County","095",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Hyde County",,5810,0,0,0,5810,0
"G3700970","2010","3","5","North Carolina","37","Iredell County","097",,,,,,,,,,,,,,"44380","99999","172",,,,,,,,,,,,,,"Iredell County",,159437,98991,98991,0,60446,0
"G3700990","2010","3","5","North Carolina","37","Jackson County","099",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Jackson County",,40271,10837,0,10837,29434,0
"G3701010","2010","3","5","North Carolina","37","Johnston County","101",,,,,,,,,,,,,,"39580","99999","450",,,,,,,,,,,,,,"Johnston County",,168878,80999,37449,43550,87879,0
"G3701030","2010","3","5","North Carolina","37","Jones County","103",,,,,,,,,,,,,,"35100","99999","999",,,,,,,,,,,,,,"Jones County",,10153,0,0,0,10153,0
"G3701050","2010","3","5","North Carolina","37","Lee County","105",,,,,,,,,,,,,,"41820","99999","999",,,,,,,,,,,,,,"Lee County",,57866,33120,0,33120,24746,0
"G3701070","2010","3","5","North Carolina","37","Lenoir County","107",,,,,,,,,,,,,,"28820","99999","999",,,,,,,,,,,,,,"Lenoir County",,59495,32719,0,32719,26776,0
"G3701090","2010","3","5","North Carolina","37","Lincoln County","109",,,,,,,,,,,,,,"30740","99999","172",,,,,,,,,,,,,,"Lincoln County",,78265,35569,10797,24772,42696,0
"G3701110","2010","3","5","North Carolina","37","McDowell County","111",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"McDowell County",,44996,13363,0,13363,31633,0
"G3701130","2010","3","5","North Carolina","37","Macon County","113",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Macon County",,33922,6781,0,6781,27141,0
"G3701150","2010","3","5","North Carolina","37","Madison County","115",,,,,,,,,,,,,,"11700","99999","120",,,,,,,,,,,,,,"Madison County",,20764,1948,1948,0,18816,0
"G3701170","2010","3","5","North Carolina","37","Martin County","117",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Martin County",,24505,5361,0,5361,19144,0
"G3701190","2010","3","5","North Carolina","37","Mecklenburg County","119",,,,,,,,,,,,,,"16740","99999","172",,,,,,,,,,,,,,"Mecklenburg County",,919628,909830,909830,0,9798,0
"G3701210","2010","3","5","North Carolina","37","Mitchell County","121",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Mitchell County",,15579,2704,0,2704,12875,0
"G3701230","2010","3","5","North Carolina","37","Montgomery County","123",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Montgomery County",,27798,6439,0,6439,21359,0
"G3701250","2010","3","5","North Carolina","37","Moore County","125",,,,,,,,,,,,,,"43860","99999","999",,,,,,,,,,,,,,"Moore County",,88247,43543,0,43543,44704,0
"G3701270","2010","3","5","North Carolina","37","Nash County","127",,,,,,,,,,,,,,"40580","99999","999",,,,,,,,,,,,,,"Nash County",,95840,50256,50256,0,45584,0
"G3701290","2010","3","5","North Carolina","37","New Hanover County","129",,,,,,,,,,,,,,"48900","99999","999",,,,,,,,,,,,,,"New Hanover County",,202667,198178,198178,0,4489,0
"G3701310","2010","3","5","North Carolina","37","Northampton County","131",,,,,,,,,,,,,,"40260","99999","999",,,,,,,,,,,,,,"Northampton County",,22099,2350,0,2350,19749,0
"G3701330","2010","3","5","North Carolina","37","Onslow County","133",,,,,,,,,,,,,,"27340","99999","999",,,,,,,,,,,,,,"Onslow County",,177772,130931,105419,25512,46841,0
"G3701350","2010","3","5","North Carolina","37","Orange County","135",,,,,,,,,,,,,,"20500","99999","450",,,,,,,,,,,,,,"Orange County",,133801,95625,95625,0,38176,0
"G3701370","2010","3","5","North Carolina","37","Pamlico County","137",,,,,,,,,,,,,,"35100","99999","999",,,,,,,,,,,,,,"Pamlico County",,13144,0,0,0,13144,0
"G3701390","2010","3","5","North Carolina","37","Pasquotank County","139",,,,,,,,,,,,,,"21020","99999","999",,,,,,,,,,,,,,"Pasquotank County",,40661,23860,0,23860,16801,0
"G3701410","2010","3","5","North Carolina","37","Pender County","141",,,,,,,,,,,,,,"48900","99999","999",,,,,,,,,,,,,,"Pender County",,52217,16315,2143,14172,35902,0
"G3701430","2010","3","5","North Carolina","37","Perquimans County","143",,,,,,,,,,,,,,"21020","99999","999",,,,,,,,,,,,,,"Perquimans County",,13453,0,0,0,13453,0
"G3701450","2010","3","5","North Carolina","37","Person County","145",,,,,,,,,,,,,,"20500","99999","450",,,,,,,,,,,,,,"Person County",,39464,9660,0,9660,29804,0
"G3701470","2010","3","5","North Carolina","37","Pitt County","147",,,,,,,,,,,,,,"24780","99999","999",,,,,,,,,,,,,,"Pitt County",,168148,125378,117798,7580,42770,0
"G3701490","2010","3","5","North Carolina","37","Polk County","149",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Polk County",,20510,1585,0,1585,18925,0
"G3701510","2010","3","5","North Carolina","37","Randolph County","151",,,,,,,,,,,,,,"24660","99999","268",,,,,,,,,,,,,,"Randolph County",,141752,62027,21284,40743,79725,0
"G3701530","2010","3","5","North Carolina","37","Richmond County","153",,,,,,,,,,,,,,"40460","99999","999",,,,,,,,,,,,,,"Richmond County",,46639,25404,0,25404,21235,0
"G3701550","2010","3","5","North Carolina","37","Robeson County","155",,,,,,,,,,,,,,"31300","99999","354",,,,,,,,,,,,,,"Robeson County",,134168,50161,505,49656,84007,0
"G3701570","2010","3","5","North Carolina","37","Rockingham County","157",,,,,,,,,,,,,,"24660","99999","268",,,,,,,,,,,,,,"Rockingham County",,93643,35636,0,35636,58007,0
"G3701590","2010","3","5","North Carolina","37","Rowan County","159",,,,,,,,,,,,,,"41580","99999","172",,,,,,,,,,,,,,"Rowan County",,138428,84687,84687,0,53741,0
"G3701610","2010","3","5","North Carolina","37","Rutherford County","161",,,,,,,,,,,,,,"22580","99999","999",,,,,,,,,,,,,,"Rutherford County",,67810,26418,0,26418,41392,0
"G3701630","2010","3","5","North Carolina","37","Sampson County","163",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Sampson County",,63431,9538,0,9538,53893,0
"G3701650","2010","3","5","North Carolina","37","Scotland County","165",,,,,,,,,,,,,,"29900","99999","354",,,,,,,,,,,,,,"Scotland County",,36157,18660,0,18660,17497,0
"G3701670","2010","3","5","North Carolina","37","Stanly County","167",,,,,,,,,,,,,,"10620","99999","172",,,,,,,,,,,,,,"Stanly County",,60585,19561,0,19561,41024,0
"G3701690","2010","3","5","North Carolina","37","Stokes County","169",,,,,,,,,,,,,,"49180","99999","268",,,,,,,,,,,,,,"Stokes County",,47401,11520,11520,0,35881,0
"G3701710","2010","3","5","North Carolina","37","Surry County","171",,,,,,,,,,,,,,"34340","99999","268",,,,,,,,,,,,,,"Surry County",,73673,22982,0,22982,50691,0
"G3701730","2010","3","5","North Carolina","37","Swain County","173",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Swain County",,13981,0,0,0,13981,0
"G3701750","2010","3","5","North Carolina","37","Transylvania County","175",,,,,,,,,,,,,,"14820","99999","120",,,,,,,,,,,,,,"Transylvania County",,33090,13356,235,13121,19734,0
"G3701770","2010","3","5","North Carolina","37","Tyrrell County","177",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Tyrrell County",,4407,0,0,0,4407,0
"G3701790","2010","3","5","North Carolina","37","Union County","179",,,,,,,,,,,,,,"16740","99999","172",,,,,,,,,,,,,,"Union County",,201292,146361,146361,0,54931,0
"G3701810","2010","3","5","North Carolina","37","Vance County","181",,,,,,,,,,,,,,"25780","99999","999",,,,,,,,,,,,,,"Vance County",,45422,20858,0,20858,24564,0
"G3701830","2010","3","5","North Carolina","37","Wake County","183",,,,,,,,,,,,,,"39580","99999","450",,,,,,,,,,,,,,"Wake County",,900993,846020,833188,12832,54973,0
"G3701850","2010","3","5","North Carolina","37","Warren County","185",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Warren County",,20972,0,0,0,20972,0
"G3701870","2010","3","5","North Carolina","37","Washington County","187",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Washington County",,13228,4265,0,4265,8963,0
"G3701890","2010","3","5","North Carolina","37","Watauga County","189",,,,,,,,,,,,,,"14380","99999","999",,,,,,,,,,,,,,"Watauga County",,51079,22763,0,22763,28316,0
"G3701910","2010","3","5","North Carolina","37","Wayne County","191",,,,,,,,,,,,,,"24140","99999","999",,,,,,,,,,,,,,"Wayne County",,122623,65721,61054,4667,56902,0
"G3701930","2010","3","5","North Carolina","37","Wilkes County","193",,,,,,,,,,,,,,"35900","99999","999",,,,,,,,,,,,,,"Wilkes County",,69340,18867,0,18867,50473,0
"G3701950","2010","3","5","North Carolina","37","Wilson County","195",,,,,,,,,,,,,,"48980","99999","999",,,,,,,,,,,,,,"Wilson County",,81234,49828,638,49190,31406,0
"G3701970","2010","3","5","North Carolina","37","Yadkin County","197",,,,,,,,,,,,,,"49180","99999","268",,,,,,,,,,,,,,"Yadkin County",,38406,5885,0,5885,32521,0
"G3701990","2010","3","5","North Carolina","37","Yancey County","199",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Yancey County",,17818,0,0,0,17818,0
"G3800010","2010","2","4","North Dakota","38","Adams County","001",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Adams County",,2343,0,0,0,2343,0
"G3800030","2010","2","4","North Dakota","38","Barnes County","003",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Barnes County",,11066,6689,0,6689,4377,0
"G3800050","2010","2","4","North Dakota","38","Benson County","005",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Benson County",,6660,0,0,0,6660,0
"G3800070","2010","2","4","North Dakota","38","Billings County","007",,,,,,,,,,,,,,"19860","99999","999",,,,,,,,,,,,,,"Billings County",,783,0,0,0,783,0
"G3800090","2010","2","4","North Dakota","38","Bottineau County","009",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Bottineau County",,6429,0,0,0,6429,0
"G3800110","2010","2","4","North Dakota","38","Bowman County","011",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Bowman County",,3151,0,0,0,3151,0
"G3800130","2010","2","4","North Dakota","38","Burke County","013",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Burke County",,1968,0,0,0,1968,0
"G3800150","2010","2","4","North Dakota","38","Burleigh County","015",,,,,,,,,,,,,,"13900","99999","999",,,,,,,,,,,,,,"Burleigh County",,81308,66227,63235,2992,15081,0
"G3800170","2010","2","4","North Dakota","38","Cass County","017",,,,,,,,,,,,,,"22020","99999","244",,,,,,,,,,,,,,"Cass County",,149778,134149,134149,0,15629,0
"G3800190","2010","2","4","North Dakota","38","Cavalier County","019",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Cavalier County",,3993,0,0,0,3993,0
